	reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes
1213	ADRNLO2SX_L	Oxidation of L-adrenaline via superoxide	adrnl__L_c + h_c + o2s_c --> adrnlsqn__L_c + h2o2_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1214	ADRNLPX_L	Oxidation of L-adrenaline via hydrogen peroxide	2.0 adrnl__L_c + h2o2_c --> 2.0 adrnlsqn__L_c + 2.0 h2o_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691	
1215	ADRNLQ1ERx_L	L-adrenaline-o-quinone:NADH reductase (1e-)	2.0 adrnlqn__L_c + h_c + nadh_c --> 2.0 adrnlsqn__L_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979	
1216	ADRNLQ2ERy_L	N-ribosyldihydronicotinamide:L-adrenaline-o-quinone reductase (2e-)	adrnlqn__L_c + h_c + nadph_c --> adrnl__L_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1217	ADRNLQ2ERz_L	N-ribosyldihydronicotinamide:L-adrenaline-o-quinone reductase (2e-)	adrnlqn__L_c + h_c + rnamh_c --> adrnl__L_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:11744399;pubmed:18579530;pubmed:32913139	
1218	ADRNLQC_L	Cyclicization of L-adrenaline-o-quinone	adrnlqn__L_c --> h_c + leuadrnchrm_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1219	ADRNLQGST_L	Glutathione:L-adrenaline-o-quinone S-transferase	adrnlqn__L_c + gthrd_c <=> 5sgthadrnl__L_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288	
1220	ADRNLSQDP_L	Disproportionation of L-adrenaline-o-semiquinone	2.0 adrnlsqn__L_c --> adrnl__L_c + adrnlqn__L_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691	Disproportionation of radicals is spontaneous
1221	ADRNLSQOX_L	Oxidation of L-adrenaline-o-semiquinone via O2	adrnlsqn__L_c + o2_c --> adrnlqn__L_c + h_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1222	ALDD19x	Phenylacetaldehyde:NAD+ oxidoreductase	h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c	ALDH3B1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH3B1 (5)	pubmed:23721920;pubmed:30914451	
1223	ALDD19y	Phenylacetaldehyde:NADP+ oxidoreductase	h2o_c + nadp_c + pacald_c --> 2.0 h_c + nadph_c + pac_c	ALDH3B1	Phenylalanine, tyrosine and tryptophan metabolism	0	ALDH3B1 (5)	pubmed:23721920	
1224	DCT	L-dopachrome tautomerase	dpchrm__L_c <=> 56dhica_c	MIF	Phenylalanine, tyrosine and tryptophan metabolism	0	MIF (13)	pubmed:29275011;pubmed:31812320;pubmed:8898931	
1225	DOPACHRMDC_D	D-dopachrome decarboxylase	dpchrm__D_c + h_c --> 56dhi_c + co2_c	DDT	Phenylalanine, tyrosine and tryptophan metabolism	0	DDT (17)	pubmed:31812320;pubmed:8898931	
1226	DOPADC_D	D-dopa decarboxylase	dopa__D_c + h_c --> co2_c + dpam__D_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:4403564;pubmed:5063594;pubmed:5576648	
1227	DOPADC_L	L-dopa decarboxylase	dopa__L_c + h_c --> co2_c + dpam__L_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:4403564;pubmed:5063594;pubmed:5576648	
1228	DOPAO2SX_L	Oxidation of L-dopa via superoxide	dopa__L_c + h_c + o2s_c --> dopasqn__L_c + h2o2_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1229	DOPAPX_L	Oxidation of L-dopa via hydrogen peroxide	2.0 dopa__L_c + h2o2_c --> 2.0 dopasqn__L_c + 2.0 h2o_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691	
1230	DOPAQ1ERx_L	L-dopa-o-quinone:NADH reductase (1e-)	2.0 dopaqn__L_c + h_c + nadh_c --> 2.0 dopasqn__L_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979	
1231	DOPAQ2ERy_L	N-ribosyldihydronicotinamide:L-dopa-o-quinone reductase (2e-)	dopaqn__L_c + h_c + nadph_c --> dopa__L_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1232	DOPAQ2ERz_L	N-ribosyldihydronicotinamide:L-dopa-o-quinone reductase (2e-)	dopaqn__L_c + h_c + rnamh_c --> dopa__L_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:11744399;pubmed:18579530;pubmed:32913139	
1233	DOPAQC_L	Cyclicization of L-dopa-o-quinone	dopaqn__L_c --> h_c + leudpchrm__L_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	
1234	DOPAQGST_L	Glutathione:L-dopa-o-quinone S-transferase	dopaqn__L_c + gthrd_c <=> 5sgthdopa__L_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288	
1235	DOPAQNRE1_L	Redox exchange of L-dopa-o-quinone and L-leucodopachrome	dopaqn__L_c + leudpchrm__L_c --> dopa__L_c + dpchrm__L_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:16965273;pubmed:20493944;pubmed:32846902;pubmed:6439211;pubmed:7508288	
1236	DOPAQNRE2_L	Redox exchange of L-dopa-o-quinone and 5,6-dihydroxyindole	56dhi_c + dopaqn__L_c --> dopa__L_c + ind56qn_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:16965273;pubmed:20493944;pubmed:32846902;pubmed:6439211;pubmed:7508288	
1237	DOPASQDP_L	Disproportionation of L-dopa-o-semiquinone	2.0 dopasqn__L_c --> dopa__L_c + dopaqn__L_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	Disproportionation of radicals is spontaneous
1238	DOPASQOX_L	Oxidation of L-dopa-o-semiquinone via O2	dopasqn__L_c + o2_c --> dopaqn__L_c + h_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	
1239	DPAMCHR1ERx	Dopaminochrome:NADH reductase (1e-)	2.0 dpamchrm_c + h_c + nadh_c --> 2.0 dpamchrmsqn_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979	
1240	DPAMCHR2ERy	N-ribosyldihydronicotinamide:dopaminochrome reductase (2e-)	dpamchrm_c + h_c + nadph_c --> leudpamchrm_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1241	DPAMCHR2ERz	N-ribosyldihydronicotinamide:dopaminochrome reductase (2e-)	dpamchrm_c + h_c + rnamh_c --> leudpamchrm_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:18579530;pubmed:32913139	
1242	DPAMCHRGST	Glutathione:dopaminochrome S-transferase	dpamchrm_c + gthrd_c <=> 4sgth56dhilne_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:24548101;pubmed:7508288	
1243	DPAMCHRSQOX	Oxidation of dopaminochrome-o-semiquinone via O2	dpamchrmsqn_c + o2_c --> dpamchrm_c + h_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	
1244	DPAMCHRT	Dopaminochrome tautomerization	dpamchrm_c --> 56dhi_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:1398218;pubmed:32846902;pubmed:7508288	
1245	DPAMO2SX_L	Oxidation of L-dopamine via superoxide	dpam__L_c + h_c + o2s_c --> dpamsqn__L_c + h2o2_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1246	DPAMPX_L	Oxidation of L-dopamine via hydrogen peroxide	2.0 dpam__L_c + h2o2_c --> 2.0 dpamsqn__L_c + 2.0 h2o_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691	
1247	DPAMQ1ERx_L	L-dopamine-o-quinone:NADH reductase (1e-)	2.0 dpamqn__L_c + h_c + nadh_c --> 2.0 dpamsqn__L_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979	
1248	DPAMQ2ERy_L	N-ribosyldihydronicotinamide:L-dopamine-o-quinone reductase (2e-)	dpamqn__L_c + h_c + nadph_c --> dpam__L_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1249	DPAMQ2ERz_L	N-ribosyldihydronicotinamide:L-dopamine-o-quinone reductase (2e-)	dpamqn__L_c + h_c + rnamh_c --> dpam__L_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:11744399;pubmed:18579530;pubmed:32913139	
1250	DPAMQC_L	Cyclicization of L-dopamine-o-quinone	dpamqn__L_c --> h_c + leudpamchrm_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:24548101;pubmed:24815905;pubmed:26991725;pubmed:32846902;pubmed:7508288	
1251	DPAMQGST_L	Glutathione:L-dopamine-o-quinone S-transferase	dpamqn__L_c + gthrd_c <=> 5sgthdpam__L_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:24548101;pubmed:7508288	
1252	DPAMQNRE1_L	Redox exchange of L-dopamine-o-quinone and L-leucodopaminochrome	dpamqn__L_c + leudpamchrm_c --> dpam__L_c + dpamchrm_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:24815905;pubmed:26991725;pubmed:32846902;pubmed:6439211;pubmed:7508288	
1253	DPAMQNRE2_L	Redox exchange of L-dopamine-o-quinone and 5,6-dihydroxyindole	56dhi_c + dpamqn__L_c --> dpam__L_c + ind56qn_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:1081523;pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:6439211;pubmed:7508288	
1254	DPAMSQDP_L	Disproportionation of L-dopamine-o-semiquinone	2.0 dpamsqn__L_c --> dpam__L_c + dpamqn__L_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:20493944;pubmed:24548101;pubmed:24815905;pubmed:26991725;pubmed:7508288	Disproportionation of radicals is spontaneous
1255	DPAMSQOX_L	Oxidation of L-dopamine-o-semiquinone via O2	dpamsqn__L_c + o2_c --> dpamqn__L_c + h_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:24548101;pubmed:32846902;pubmed:7508288	
1256	DPCHR1ERx_L	L-dopachrome:NADH reductase (1e-)	2.0 dpchrm__L_c + h_c + nadh_c --> 2.0 dpchrmsqn__L_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979	
1257	DPCHR2ERy_L	N-ribosyldihydronicotinamide:L-dopachrome reductase (2e-)	dpchrm__L_c + h_c + nadph_c --> leudpchrm__L_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1258	DPCHR2ERz_L	N-ribosyldihydronicotinamide:L-dopachrome reductase (2e-)	dpchrm__L_c + h_c + rnamh_c --> leudpchrm__L_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:18579530;pubmed:32913139	
1259	DPCHRDC_L	L-dopachrome decarboxylase	dpchrm__L_c + h_c --> 56dhi_c + co2_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:1398218;pubmed:32846902;pubmed:7508288	
1260	DPCHRGST_L	Glutathione:L-dopachrome S-transferase	dpchrm__L_c + gthrd_c <=> 5sgthleudopachr__L_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288	
1261	DPCHRSQOX_L	Oxidation of L-dopachrome-o-semiquinone via O2	dpchrmsqn__L_c + o2_c --> dpchrm__L_c + h_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	
1262	FUMAC	Fumarylacetoacetase (4-fumarylacetoacetate)	4fumacac_c + h2o_c --> acac_c + fum_c + h_c	FAH	Phenylalanine, tyrosine and tryptophan metabolism	0	FAH (17)	pubmed:11468232;pubmed:2378358	
1263	FUMAC2	Fumarylacetoacetase (Succinyl-Acetoacetate)	h2o_c + sucacetat_c --> acac_c + h_c + succ_c	FAH	Phenylalanine, tyrosine and tryptophan metabolism	0	FAH (17)	pubmed:11468232;pubmed:2378358	
1264	HGNTOR	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)	hgentis_c + o2_c --> 4mlacac_c + h_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:11185987	
1265	IND56Q1ERx	Indole 5,6-quinone:NADH reductase (1e-)	h_c + 2.0 ind56qn_c + nadh_c --> 2.0 ind56sqn_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979	
1266	IND56Q2ERy	N-ribosyldihydronicotinamide:Indole-5,6-quinone reductase (2e-)	h_c + ind56qn_c + nadph_c --> 56dhi_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1267	IND56Q2ERz	N-ribosyldihydronicotinamide:Indole-5,6-quinone reductase (2e-)	h_c + ind56qn_c + rnamh_c --> 56dhi_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:11744399;pubmed:18579530;pubmed:32913139	
1268	IND56QNGST	Glutathione:indole 5,6-quinone S-transferase	gthrd_c + ind56qn_c <=> 4sgth56dhi_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:11744399;pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288	
1269	IND56SQOX	Oxidation of indole-5,6-o-semiquinone via O2	ind56sqn_c + o2_c --> h_c + ind56qn_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:20493944;pubmed:7508288	
1270	KYNAKGAT	L-Kynurenine:2-oxoglutarate aminotransferase	akg_c + kynr__L_c --> 4aphdob_c + glu__L_c	GOT2	Phenylalanine, tyrosine and tryptophan metabolism	0	GOT2 (5)	pubmed:16008534;pubmed:16099471	
1271	KYNATESYN	4-(2-Aminophenyl)-2,4-dioxobutanoate dehydratase	4aphdob_c --> h2o_c + kynate_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:16008534;pubmed:16099471	
1272	LADRNCHRO2SX	Oxidation of leucoadrenochrome via superoxide	h_c + leuadrnchrm_c + o2s_c --> adrnchrmsqn_c + h2o2_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1273	LADRNCHRPX	Oxidation of leucoadrenochrome via hydrogen peroxide	h2o2_c + 2.0 leuadrnchrm_c --> 2.0 adrnchrmsqn_c + 2.0 h2o_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691	
1274	LADRNCHRSQDP	Disproportionation of adrenochrome-o-semiquinone	2.0 adrnchrmsqn_c --> adrnchrm_c + leuadrnchrm_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288;pubmed:8937691	Disproportionation of radicals is spontaneous
1275	LDOPAMT	S-Adenosyl-L-methionine:3,4-Dihydroxy-L-phenylalanine O-methyltransferase	amet__L_c + dopa__L_c --> 3omdopa_c + ahcys__L_c + h_c	COMT	Phenylalanine, tyrosine and tryptophan metabolism	0	COMT (6)	pubmed:10410961;pubmed:558643	
1276	LDPAMCHRO2SX	Oxidation of leucodopaminochrome via superoxide	h_c + leudpamchrm_c + o2s_c --> dpamchrmsqn_c + h2o2_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1277	LDPAMCHRPX	Oxidation of leucodopaminochrome via hydrogen peroxide	h2o2_c + 2.0 leudpamchrm_c --> 2.0 dpamchrmsqn_c + 2.0 h2o_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691	
1278	LDPAMCHRSQDP	Disproportionation of dopaminochrome-o-semiquinone	2.0 dpamchrmsqn_c --> dpamchrm_c + leudpamchrm_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	Disproportionation of radicals is spontaneous
1279	LDPAMMT	S-Adenosyl-L-methionine:L-dopamine O-methyltransferase	amet__L_c + dpam__L_c --> 3moxtyr_c + ahcys__L_c + h_c	COMT	Phenylalanine, tyrosine and tryptophan metabolism	0	COMT (6)	pubmed:10410961;pubmed:222812;pubmed:24548101	
1280	LDPCHRO2SX_L	Oxidation of L-leucodopachrome via superoxide	h_c + leudpchrm__L_c + o2s_c --> dpchrmsqn__L_c + h2o2_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1281	LDPCHRPX_L	Oxidation of L-leucodopachrome via hydrogen peroxide	h2o2_c + 2.0 leudpchrm__L_c --> 2.0 dpchrmsqn__L_c + 2.0 h2o_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691	
1282	LDPCHRSQDP_L	Disproportionation of L-dopachrome-o-semiquinone	2.0 dpchrmsqn__L_c --> dpchrm__L_c + leudpchrm__L_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	Disproportionation of radicals is spontaneous
1283	LNRPPHRCHRO2SX	Oxidation of leuconoradrenochrome via superoxide	h_c + leunrpphrchrm_c + o2s_c --> h2o2_c + nrpphrchrmsqn_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1284	LNRPPHRCHRPX	Oxidation of leuconoradrenochrome via hydrogen peroxide	h2o2_c + 2.0 leunrpphrchrm_c --> 2.0 h2o_c + 2.0 nrpphrchrmsqn_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:7508288;pubmed:8937691	
1285	LNRPPHRCHRSQDP	Disproportionation of noradrenochrome-o-semiquinone	2.0 nrpphrchrmsqn_c --> leunrpphrchrm_c + nrpphrchrm_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	Disproportionation of radicals is spontaneous
1286	MACACI	Maleylacetoacetate isomerase	4mlacac_c --> 4fumacac_c	GSTZ1	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTZ1 (3)	pubmed:963032	
1287	NRPPHRCHR1ERx	Noradrenochrome:NADH reductase (1e-)	h_c + nadh_c + 2.0 nrpphrchrm_c --> nad_c + 2.0 nrpphrchrmsqn_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Phenylalanine, tyrosine and tryptophan metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)		
1288	NRPPHRCHR2ERy	N-ribosyldihydronicotinamide:noradrenochrome reductase (2e-)	h_c + nadph_c + nrpphrchrm_c --> leunrpphrchrm_c + nadp_c	CBR1 or CBR3	Phenylalanine, tyrosine and tryptophan metabolism	0	CBR1 (17);CBR3 (3)	pubmed:21910479;pubmed:8070312	
1289	NRPPHRCHR2ERz	N-ribosyldihydronicotinamide:noradrenochrome reductase (2e-)	h_c + nrpphrchrm_c + rnamh_c --> leunrpphrchrm_c + rnam_c	NQO2	Phenylalanine, tyrosine and tryptophan metabolism	0	NQO2 (12)	pubmed:18579530;pubmed:32913139	
1290	NRPPHRCHRGST	Glutathione:noradrenochrome S-transferase	gthrd_c + nrpphrchrm_c <=> 5sgthleunrpphrchrm_c	GSTM3 or GSTM1 or GSTT1 or GSTP1 or GSTA2 or GSTO1 or LANCL1 or GSTM4 or MGST2 or GSTM2	Phenylalanine, tyrosine and tryptophan metabolism	0	GSTA2 (1);GSTM1 (2);GSTM2 (5);GSTM3 (13);GSTM4 (1);GSTO1 (19);GSTP1 (12);GSTT1 (10);LANCL1 (12);MGST2 (5)	pubmed:14223087;pubmed:15294349;pubmed:17651993;pubmed:7508288	
1291	NRPPHRCHRSQOX	Oxidation of leuconoradrenochrome-o-semiquinone via O2	nrpphrchrmsqn_c + o2_c --> h_c + nrpphrchrm_c + o2s_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:20493944;pubmed:32846902;pubmed:7508288	
1292	NRPPHRMT	Phenylethanolamine N-methyltransferase	amet__L_c + nrpphr__L_c --> adrnl__L_c + ahcys__L_c + h_c		Phenylalanine, tyrosine and tryptophan metabolism	0		pubmed:7769131;pubmed:9328029	
1293	NRPPHRO2SX_L	Oxidation of L-noradrenaline via superoxide	h_c + nrpphr__L_c + o2s_c --> h2o2_c + nrpphrsqn__L_c		Phenylalanine, tyrosine and tryptophan metabolism	1		pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:7508288;pubmed:8937691	
1294	NRPPHRPX_L	Oxidation of L-noradrenaline via hydrogen peroxide	h2o2_c + 2.0 nrpphr__L_c --> 2.0 h2o_c + 2.0 nrpphrsqn__L_c	PRDX6 or CAT	Phenylalanine, tyrosine and tryptophan metabolism	0	CAT (24);PRDX6 (20)	pubmed:11744399;pubmed:1398218;pubmed:19374959;pubmed:32846902;pubmed:403244;pubmed:6095974;pubmed:7508288;pubmed:8937691	
