complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HOMOTRIMER_P2RX2_pc	cplx_HOMOTRIMER_P2RX2	protein_P2RX2_pc	CA2t;NAt;Kt1	P2RX2	3			protein_P2RX2_pc(3)	pc	155276.28900000034
cplx_HOMOTRIMER_P2RX7_pc	cplx_HOMOTRIMER_P2RX7	protein_P2RX7_pc	CA2t;NAt;Kt1	P2RX7	3			protein_P2RX7_pc(3)	pc	205789.41900000046
cplx_MONOMER_P4HB_pc	cplx_MONOMER_P4HB	protein_P4HB_pc	INSULINGTHOR	P4HB	1		ASSUMED MONOMER	protein_P4HB_pc(1)	pc	57079.519000000124
cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1_pc	cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1	protein_PAFAH1B1_pc;protein_PAFAH1B2_pc	PAFH	PAFAH1B1;PAFAH1B2	2;2			protein_PAFAH1B1_pc(2);protein_PAFAH1B2_pc(2)	pc	144395.12000000017
cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1_pc	cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1	protein_PAFAH1B1_pc;protein_PAFAH1B2_pc;protein_PAFAH1B3_pc	PAFH	PAFAH1B1;PAFAH1B2;PAFAH1B3	2;1;1			protein_PAFAH1B1_pc(2);protein_PAFAH1B2_pc(1);protein_PAFAH1B3_pc(1)	pc	144563.09400000016
cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1_pc	cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1	protein_PAFAH1B1_pc;protein_PAFAH1B3_pc	PAFH	PAFAH1B1;PAFAH1B3	2;2			protein_PAFAH1B1_pc(2);protein_PAFAH1B3_pc(2)	pc	144731.0680000002
cplx_HOMOOCTOMER_PAICS_pc	cplx_HOMOOCTOMER_PAICS	protein_PAICS_pc	AIRC;PRASCS	PAICS	8			protein_PAICS_pc(8)	pc	376630.5200000013
cplx_HOMODIMER_PAK2_pc	cplx_HOMODIMER_PAK2	protein_PAK2_pc	PROTSK;PROTTK	PAK2	2			protein_PAK2_pc(2)	pc	116066.02600000052
cplx_HOMODIMER_PANK2_pc	cplx_HOMODIMER_PANK2	protein_PANK2_pc	4PCYSK;PNTOK;PTTHK	PANK2	2			protein_PANK2_pc(2)	pc	61502.361999999994
cplx_HOMODIMER_PANK4_pc	cplx_HOMODIMER_PANK4	protein_PANK4_pc	PAN4PP	PANK4	2			protein_PANK4_pc(2)	pc	171950.0539999999
cplx_HOMOHEPTAMER_PANX1_pc	cplx_HOMOHEPTAMER_PANX1	protein_PANX1_pc	CA2t;NAt;SPMDtex2;ASPte;ATPte;Clt;GLUte;Kt1;GLCNte;It;NO3t	PANX1	7			protein_PANX1_pc(7)	pc	336319.62700000114
cplx_HOMODIMER_PARK7_pc	cplx_HOMODIMER_PARK7	protein_PARK7_pc	PROTCDGLAC_D;PROTCDGLAC_L;PROTKDGLAC_D;PROTKDGLAC_L;PROTRDGLAC_D;PROTRDGLAC_L	PARK7	2			protein_PARK7_pc(2)	pc	39779.751999999986
cplx_HOMOTETRAMER_PCBD1_pc	cplx_HOMOTETRAMER_PCBD1	protein_PCBD1_pc	THBPT4ACAMDASE	PCBD1	4			protein_PCBD1_pc(4)	pc	47989.89999999996
cplx_HOMOTETRAMER_PCBD2_pc	cplx_HOMOTETRAMER_PCBD2	protein_PCBD2_pc	THBPT4ACAMDASE	PCBD2	4			protein_PCBD2_pc(4)	pc	57473.427999999956
cplx_MONOMER_PCK1_pc	cplx_MONOMER_PCK1	protein_PCK1_pc	PEPCK	PCK1	1			protein_PCK1_pc(1)	pc	69182.85700000018
cplx_MONOMER_PCMT1_pc	cplx_MONOMER_PCMT1	protein_PCMT1_pc	PROTDMT_D;PROTISODMT_L	PCMT1	1			protein_PCMT1_pc(1)	pc	24635.17500000001
cplx_HOMODIMER_PCYT1A_pc	cplx_HOMODIMER_PCYT1A	protein_PCYT1A_pc	CHLPCTD	PCYT1A	2			protein_PCYT1A_pc(2)	pc	83459.24400000014
cplx_HOMODIMER_PCYT1B_pc	cplx_HOMODIMER_PCYT1B	protein_PCYT1B_pc	CHLPCTD	PCYT1B	2			protein_PCYT1B_pc(2)	pc	83867.43800000015
cplx_HOMODIMER_PCYT2_pc	cplx_HOMODIMER_PCYT2	protein_PCYT2_pc	PETHCT	PCYT2	2			protein_PCYT2_pc(2)	pc	87662.10200000023
cplx_HOMODIMER_PDE1A_pc	cplx_HOMODIMER_PDE1A	protein_PDE1A_pc	PDEG	PDE1A	2			protein_PDE1A_pc(2)	pc	122472.55000000054
cplx_HOMODIMER_PDE2A_pc	cplx_HOMODIMER_PDE2A	protein_PDE2A_pc	PDEA;PDEG;PDEI	PDE2A	2			protein_PDE2A_pc(2)	pc	211353.45199999964
cplx_HOMODIMER_PDE3A_pc	cplx_HOMODIMER_PDE3A	protein_PDE3A_pc	PDEA;PDEG;PDEI	PDE3A	2			protein_PDE3A_pc(2)	pc	249902.32999999938
cplx_HOMODIMER_PDE3B_pc	cplx_HOMODIMER_PDE3B	protein_PDE3B_pc	PDEA;PDEG;PDEI	PDE3B	2			protein_PDE3B_pc(2)	pc	248608.3239999994
cplx_HOMODIMER_PDE4D_pc	cplx_HOMODIMER_PDE4D	protein_PDE4D_pc	PDEA;PDEI	PDE4D	2			protein_PDE4D_pc(2)	pc	182153.59000000035
cplx_HOMODIMER_PDE5A_pc	cplx_HOMODIMER_PDE5A	protein_PDE5A_pc	PDEG	PDE5A	2			protein_PDE5A_pc(2)	pc	199925.93799999965
cplx_HOMODIMER_PDE9A_pc	cplx_HOMODIMER_PDE9A	protein_PDE9A_pc	PDEG	PDE9A	2			protein_PDE9A_pc(2)	pc	136964.01200000045
cplx_MONOMER_PDIA3_pc	cplx_MONOMER_PDIA3	protein_PDIA3_pc	INSULINGTHOR	PDIA3	1		ASSUMED MONOMER	protein_PDIA3_pc(1)	pc	56775.81100000012
cplx_MONOMER_PDIA4_pc	cplx_MONOMER_PDIA4	protein_PDIA4_pc	INSULINGTHOR	PDIA4	1		ASSUMED MONOMER	protein_PDIA4_pc(1)	pc	72902.53800000012
cplx_MONOMER_PDIA6_pc	cplx_MONOMER_PDIA6	protein_PDIA6_pc	INSULINGTHOR	PDIA6	1		ASSUMED MONOMER	protein_PDIA6_pc(1)	pc	48103.745000000206
cplx_HOMODIMER_PDXK_pc	cplx_HOMODIMER_PDXK	protein_PDXK_pc	PYDAMK;PYDXK;PYDXNK	PDXK	2			protein_PDXK_pc(2)	pc	70189.88800000011
cplx_HOMODIMER_PDXP_pc	cplx_HOMODIMER_PDXP	protein_PDXP_pc	PDXPP;PYDXPP;PYDAMPP	PDXP	2			protein_PDXP_pc(2)	pc	63389.69800000003
cplx_MONOMER_PEMT_pc	cplx_MONOMER_PEMT	protein_PEMT_pc	PENMT1;PENMT2;PENMT3	PEMT	1		ASSUMED MONOMER	protein_PEMT_pc(1)	pc	22136.714999999993
cplx_HOMODIMER_PEPD_pc	cplx_HOMODIMER_PEPD	protein_PEPD_pc	APDPP;FPDPP;GPDPP;LPDPP;MPDPP;PPDPP;VPDPP	PEPD	2			protein_PEPD_pc(2)	pc	109063.22800000048
cplx_MONOMER_PFAS_pc	cplx_MONOMER_PFAS	protein_PFAS_pc	PRFGS	PFAS	1		ASSUMED MONOMER	protein_PFAS_pc(1)	pc	144696.77699999898
cplx_HOMOTETRAMER_PFKL_pc	cplx_HOMOTETRAMER_PFKL	protein_PFKL_pc	PFK	PFKL	4			protein_PFKL_pc(4)	pc	340070.9560000005
cplx_HETEROTETRAMER_PFKL_PFKM_M1L3_pc	cplx_HETEROTETRAMER_PFKL_PFKM_M1L3	protein_PFKL_pc;protein_PFKM_pc	PFK	PFKL;PFKM	3;1			protein_PFKL_pc(3);protein_PFKM_pc(1)	pc	340239.07500000054
cplx_HETEROTETRAMER_PFKL_PFKM_M2L2_pc	cplx_HETEROTETRAMER_PFKL_PFKM_M2L2	protein_PFKL_pc;protein_PFKM_pc	PFK	PFKL;PFKM	2;2			protein_PFKL_pc(2);protein_PFKM_pc(2)	pc	340407.19400000054
cplx_HETEROTETRAMER_PFKL_PFKM_M3L1_pc	cplx_HETEROTETRAMER_PFKL_PFKM_M3L1	protein_PFKL_pc;protein_PFKM_pc	PFK	PFKL;PFKM	1;3			protein_PFKL_pc(1);protein_PFKM_pc(3)	pc	340575.31300000055
cplx_HETEROTETRAMER_PFKL_PFKP_P1L3_pc	cplx_HETEROTETRAMER_PFKL_PFKP_P1L3	protein_PFKL_pc;protein_PFKP_pc	PFK	PFKL;PFKP	3;1			protein_PFKL_pc(3);protein_PFKP_pc(1)	pc	340649.5930000005
cplx_HETEROTETRAMER_PFKL_PFKP_P2L2_pc	cplx_HETEROTETRAMER_PFKL_PFKP_P2L2	protein_PFKL_pc;protein_PFKP_pc	PFK	PFKL;PFKP	2;2			protein_PFKL_pc(2);protein_PFKP_pc(2)	pc	341228.23000000056
cplx_HETEROTETRAMER_PFKL_PFKP_P3L1_pc	cplx_HETEROTETRAMER_PFKL_PFKP_P3L1	protein_PFKL_pc;protein_PFKP_pc	PFK	PFKL;PFKP	1;3			protein_PFKL_pc(1);protein_PFKP_pc(3)	pc	341806.86700000067
cplx_HOMOTETRAMER_PFKM_pc	cplx_HOMOTETRAMER_PFKM	protein_PFKM_pc	PFK	PFKM	4			protein_PFKM_pc(4)	pc	340743.4320000006
cplx_HOMOTETRAMER_PFKP_pc	cplx_HOMOTETRAMER_PFKP	protein_PFKP_pc	PFK	PFKP	4			protein_PFKP_pc(4)	pc	342385.5040000007
cplx_HOMODIMER_PGAM1_pc	cplx_HOMODIMER_PGAM1	protein_PGAM1_pc	DPGM;PGM	PGAM1	2			protein_PGAM1_pc(2)	pc	57605.30400000002
cplx_HOMODIMER_PGD_pc	cplx_HOMODIMER_PGD	protein_PGD_pc	GND	PGD	2			protein_PGD_pc(2)	pc	106277.06800000038
cplx_MONOMER_PGK1_pc	cplx_MONOMER_PGK1	protein_PGK1_pc	PGK;4PERK	PGK1	1			protein_PGK1_pc(1)	pc	44617.34900000012
cplx_MONOMER_PGK2_pc	cplx_MONOMER_PGK2	protein_PGK2_pc	PGK;4PERK	PGK2	1			protein_PGK2_pc(1)	pc	44801.81100000014
cplx_MONOMER_PGLS_pc	cplx_MONOMER_PGLS	protein_PGLS_pc	PGL	PGLS	1			protein_PGLS_pc(1)	pc	27541.558000000023
cplx_MONOMER_PGM1_pc	cplx_MONOMER_PGM1	protein_PGM1_pc	PGMTa	PGM1	1			protein_PGM1_pc(1)	pc	61445.535000000295
cplx_MONOMER_PGM2_pc	cplx_MONOMER_PGM2	protein_PGM2_pc	PPM;PMANM;PGMT;PGMTa;PPM2	PGM2	1			protein_PGM2_pc(1)	pc	68277.71700000024
cplx_MONOMER_PGM2L1_pc	cplx_MONOMER_PGM2L1	protein_PGM2L1_pc	G16BPS1;G16BPS2;M16BPS1;R15BPS1	PGM2L1	1			protein_PGM2L1_pc(1)	pc	70440.05000000012
cplx_MONOMER_PGM3_pc	cplx_MONOMER_PGM3	protein_PGM3_pc	ACGAMPM	PGM3	1		ASSUMED MONOMER	protein_PGM3_pc(1)	pc	59838.335000000254
cplx_HOMODIMER_PGP_pc	cplx_HOMODIMER_PGP	protein_PGP_pc	G3PP;4PERP;PROTYPP;2LACP_L;PGLYCP	PGP	2			protein_PGP_pc(2)	pc	68007.51400000007
cplx_HOMOTETRAMER_PHGDH_pc	cplx_HOMOTETRAMER_PHGDH	protein_PHGDH_pc	MDH;L2HGDHx;PGCD	PHGDH	4			protein_PHGDH_pc(4)	pc	226587.99200000108
cplx_MONOMER_PHOSPHO1_pc	cplx_MONOMER_PHOSPHO1	protein_PHOSPHO1_pc	CHLP;ETHP;CHLPe;ETHPe	PHOSPHO1	1		ASSUMED MONOMER	protein_PHOSPHO1_pc(1)	pc	29713.63300000002
cplx_MONOMER_PHPT1_pc	cplx_MONOMER_PHPT1	protein_PHPT1_pc	PHPT1;PHPT2	PHPT1	1			protein_PHPT1_pc(1)	pc	13828.377999999993
cplx_MONOMER_PI4K2A_pc	cplx_MONOMER_PI4K2A	protein_PI4K2A_pc	PI4K	PI4K2A	1		ASSUMED MONOMER	protein_PI4K2A_pc(1)	pc	54025.850000000144
cplx_MONOMER_PI4KA_pc	cplx_MONOMER_PI4KA	protein_PI4KA_pc	PI4K	PI4KA	1		ASSUMED MONOMER	protein_PI4KA_pc(1)	pc	236819.37499999756
cplx_HOMOTRIMER_PIEZO1_pc	cplx_HOMOTRIMER_PIEZO1	protein_PIEZO1_pc	CA2t;NAt;CD2t;Kt1;MG2tec;MN2t	PIEZO1	3			protein_PIEZO1_pc(3)	pc	860360.7419999905
cplx_HOMODIMER_PIP4K2A_pc	cplx_HOMODIMER_PIP4K2A	protein_PIP4K2A_pc	PI5P4KA;PI5P4KG	PIP4K2A	2			protein_PIP4K2A_pc(2)	pc	92440.30400000018
cplx_HETERODIMER_PIP4K2AB_pc	cplx_HETERODIMER_PIP4K2AB	protein_PIP4K2A_pc;protein_PIP4K2B_pc	PI5P4KA;PI5P4KG	PIP4K2A;PIP4K2B	1;1			protein_PIP4K2A_pc(1);protein_PIP4K2B_pc(1)	pc	93596.69800000018
cplx_HETERODIMER_PIP4K2AC_pc	cplx_HETERODIMER_PIP4K2AC	protein_PIP4K2A_pc;protein_PIP4K2C_pc	PI5P4KA;PI5P4KG	PIP4K2A;PIP4K2C	1;1			protein_PIP4K2A_pc(1);protein_PIP4K2C_pc(1)	pc	93514.57800000021
cplx_HOMODIMER_PIP4K2B_pc	cplx_HOMODIMER_PIP4K2B	protein_PIP4K2B_pc	PI5P4KA;PI5P4KG	PIP4K2B	2			protein_PIP4K2B_pc(2)	pc	94753.0920000002
cplx_HETERODIMER_PIP4K2BC_pc	cplx_HETERODIMER_PIP4K2BC	protein_PIP4K2B_pc;protein_PIP4K2C_pc	PI5P4KA;PI5P4KG	PIP4K2B;PIP4K2C	1;1			protein_PIP4K2B_pc(1);protein_PIP4K2C_pc(1)	pc	94670.97200000021
cplx_HOMODIMER_PIP4K2C_pc	cplx_HOMODIMER_PIP4K2C	protein_PIP4K2C_pc	PI5P4KA;PI5P4KG	PIP4K2C	2			protein_PIP4K2C_pc(2)	pc	94588.85200000025
cplx_MONOMER_PIP4P1_pc	cplx_MONOMER_PIP4P1	protein_PIP4P1_pc	PI45P4P	PIP4P1	1		ASSUMED MONOMER	protein_PIP4P1_pc(1)	pc	29485.51799999999
cplx_MONOMER_PIP5K1A_pc	cplx_MONOMER_PIP5K1A	protein_PIP5K1A_pc	PI4P5K;PI34P5K;PI35P4K;PI3P4K;PI3P5K;PI5K	PIP5K1A	1		ASSUMED MONOMER	protein_PIP5K1A_pc(1)	pc	62636.81500000024
cplx_MONOMER_PIP5K1C_pc	cplx_MONOMER_PIP5K1C	protein_PIP5K1C_pc	PI4P5K;PI34P5K;PI35P4K;PI3P4K;PI3P5K;PI5K	PIP5K1C	1		ASSUMED MONOMER	protein_PIP5K1C_pc(1)	pc	73235.13400000018
cplx_HOMODIMER_PISD_pc	cplx_HOMODIMER_PISD	protein_PISD_pc	PSDC	PISD	2			protein_PISD_pc(2)	pc	93374.79200000028
cplx_HOMOTETRAMER_PKLR_pc	cplx_HOMOTETRAMER_PKLR	protein_PKLR_pc	PYK;2LACK_L;PGLYCK	PKLR	4			protein_PKLR_pc(4)	pc	247322.41600000137
cplx_HOMOTETRAMER_PKM_pc	cplx_HOMOTETRAMER_PKM	protein_PKM_pc	PYK;2LACK_L;PGLYCK	PKM	4			protein_PKM_pc(4)	pc	231753.67600000103
cplx_MONOMER_PLA2G4A_pc	cplx_MONOMER_PLA2G4A	protein_PLA2G4A_pc	PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;PAPLA2;PEPLA2;PSPLA2	PLA2G4A	1			protein_PLA2G4A_pc(1)	pc	85209.95100000016
cplx_MONOMER_PLA2G4B_pc	cplx_MONOMER_PLA2G4B	protein_PLA2G4B_pc	LPCLPLB;PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;PAPLA2;LPELPLB;PEPLA2;PSPLA2	PLA2G4B	1			protein_PLA2G4B_pc(1)	pc	87955.79900000016
cplx_COMPLEX_VCP_PLAA_pc	cplx_COMPLEX_VCP_PLAA	protein_PLAA_pc;protein_VCP_pc	NTPA	PLAA;VCP	1;6			protein_PLAA_pc(1);protein_VCP_pc(6)	pc	622920.2140000003
cplx_MONOMER_PLCB2_pc	cplx_MONOMER_PLCB2	protein_PLCB2_pc	PI45PLC;PI4PLC;PIPLC	PLCB2	1			protein_PLCB2_pc(1)	pc	134008.0019999993
cplx_MONOMER_PLCB3_pc	cplx_MONOMER_PLCB3	protein_PLCB3_pc	PI45PLC;PI4PLC;PIPLC	PLCB3	1			protein_PLCB3_pc(1)	pc	138777.55199999944
cplx_MONOMER_PLCG1_pc	cplx_MONOMER_PLCG1	protein_PLCG1_pc	PI45PLC;PI4PLC;PIPLC	PLCG1	1			protein_PLCG1_pc(1)	pc	148503.53099999917
cplx_MONOMER_PLD1_pc	cplx_MONOMER_PLD1	protein_PLD1_pc	PCETHTP;PCPLD	PLD1	1		ASSUMED MONOMER	protein_PLD1_pc(1)	pc	124198.0919999995
cplx_MONOMER_PLSCR1_pc	cplx_MONOMER_PLSCR1	protein_PLSCR1_pc	PCSCRt;PESCRt;PSSCRt;LPCSCRt	PLSCR1	1		ASSUMED MONOMER	protein_PLSCR1_pc(1)	pc	35036.706000000035
cplx_MONOMER_PLSCR4_pc	cplx_MONOMER_PLSCR4	protein_PLSCR4_pc	PCSCRt;PESCRt;PSSCRt;LPCSCRt	PLSCR4	1		ASSUMED MONOMER	protein_PLSCR4_pc(1)	pc	36998.10800000004
cplx_HOMODIMER_PMM2_pc	cplx_HOMODIMER_PMM2	protein_PMM2_pc	PMANM	PMM2	2			protein_PMM2_pc(2)	pc	56161.79399999999
cplx_HOMOTRIMER_PNP_pc	cplx_HOMOTRIMER_PNP	protein_PNP_pc	PNP2;PUNP3;PUNP5;PNP;PUNP4;PUNP6;PUNP7;RBVPNP;THIOGSNPNP	PNP	3			protein_PNP_pc(3)	pc	96346.74300000007
cplx_MONOMER_PNPLA6_pc	cplx_MONOMER_PNPLA6	protein_PNPLA6_pc	LPCLPLB;MAGL1;MAGL2	PNPLA6	1		ASSUMED MONOMER	protein_PNPLA6_pc(1)	pc	150955.58499999906
cplx_HOMODIMER_PNPO_pc	cplx_HOMODIMER_PNPO	protein_PNPO_pc	PDX5PO;PYAM5PO	PNPO	2			protein_PNPO_pc(2)	pc	59973.446000000025
cplx_HOMODIMER_PPA1_pc	cplx_HOMODIMER_PPA1	protein_PPA1_pc	PPA	PPA1	2			protein_PPA1_pc(2)	pc	65303.390000000065
cplx_HOMODIMER_PPA2_pc	cplx_HOMODIMER_PPA2	protein_PPA2_pc	PPA	PPA2	2			protein_PPA2_pc(2)	pc	75839.80800000008
cplx_HOMOTRIMER_PPCDC_pc	cplx_HOMOTRIMER_PPCDC	protein_PPCDC_pc	PPCDC	PPCDC	3			protein_PPCDC_pc(3)	pc	67172.87399999998
cplx_HOMODIMER_PPCS_pc	cplx_HOMODIMER_PPCS	protein_PPCS_pc	PPNCL3	PPCS	2		ASSUMED MONOMER	protein_PPCS_pc(2)	pc	68005.53000000009
cplx_MONOMER_PPIA_pc	cplx_MONOMER_PPIA	protein_PPIA_pc	PEPTDPROI	PPIA	1		ASSUMED MONOMER	protein_PPIA_pc(1)	pc	18013.359999999982
cplx_MONOMER_PPIB_pc	cplx_MONOMER_PPIB	protein_PPIB_pc	PEPTDPROI	PPIB	1		ASSUMED MONOMER	protein_PPIB_pc(1)	pc	23750.379000000008
cplx_MONOMER_PPIP5K2_pc	cplx_MONOMER_PPIP5K2	protein_PPIP5K2_pc	5PPINSP5P1K;INS6P1K	PPIP5K2	1		ASSUMED MONOMER	protein_PPIP5K2_pc(1)	pc	140415.58399999954
cplx_COMPLEX_PPME1_PPP2CA_pc	cplx_COMPLEX_PPME1_PPP2CA	protein_PPME1_pc;protein_PPP2CA_pc	PPMEPP2A	PPME1;PPP2CA	1;1			protein_PPME1_pc(1);protein_PPP2CA_pc(1)	pc	77887.81600000011
cplx_COMPLEX_PPME1_PPP2CB_pc	cplx_COMPLEX_PPME1_PPP2CB	protein_PPME1_pc;protein_PPP2CB_pc	PPMEPP2A	PPME1;PPP2CB	1;1			protein_PPME1_pc(1);protein_PPP2CB_pc(1)	pc	77867.72000000012
cplx_MONOMER_PPP1CA_pc	cplx_MONOMER_PPP1CA	protein_PPP1CA_pc	PROTSPP;PROTTPP	PPP1CA	1		ASSUMED MONOMER	protein_PPP1CA_pc(1)	pc	37507.74400000005
cplx_MONOMER_PPP1CB_pc	cplx_MONOMER_PPP1CB	protein_PPP1CB_pc	PROTSPP;PROTTPP	PPP1CB	1		ASSUMED MONOMER	protein_PPP1CB_pc(1)	pc	37182.50800000004
cplx_MONOMER_PPP1CC_pc	cplx_MONOMER_PPP1CC	protein_PPP1CC_pc	PROTSPP;PROTTPP	PPP1CC	1		ASSUMED MONOMER	protein_PPP1CC_pc(1)	pc	36980.46600000002
cplx_HETERODIMER_PPP2CA_PPP2R1A_pc	cplx_HETERODIMER_PPP2CA_PPP2R1A	protein_PPP2CA_pc;protein_PPP2R1A_pc	PROTSPP;PROTTPP	PPP2CA;PPP2R1A	1;1			protein_PPP2CA_pc(1);protein_PPP2R1A_pc(1)	pc	100865.61800000037
cplx_HETEROTRIMER_PPP2CA_PPP2R1A_PPP2R5B_pc	cplx_HETEROTRIMER_PPP2CA_PPP2R1A_PPP2R5B	protein_PPP2CA_pc;protein_PPP2R1A_pc;protein_PPP2R5B_pc	PROTSPP;PROTTPP	PPP2CA;PPP2R1A;PPP2R5B	1;1;1			protein_PPP2CA_pc(1);protein_PPP2R1A_pc(1);protein_PPP2R5B_pc(1)	pc	158253.19000000053
cplx_HETEROTRIMER_PPP2CA_PPP2R1A_PPP2R5D_pc	cplx_HETEROTRIMER_PPP2CA_PPP2R1A_PPP2R5D	protein_PPP2CA_pc;protein_PPP2R1A_pc;protein_PPP2R5D_pc	PROTSPP;PROTTPP	PPP2CA;PPP2R1A;PPP2R5D	1;1;1			protein_PPP2CA_pc(1);protein_PPP2R1A_pc(1);protein_PPP2R5D_pc(1)	pc	170859.73400000052
cplx_HETERODIMER_PPP2CA_PPP2R1B_pc	cplx_HETERODIMER_PPP2CA_PPP2R1B	protein_PPP2CA_pc;protein_PPP2R1B_pc	PROTSPP;PROTTPP	PPP2CA;PPP2R1B	1;1			protein_PPP2CA_pc(1);protein_PPP2R1B_pc(1)	pc	101769.52900000036
cplx_HETEROTRIMER_PPP2CA_PPP2R1B_PPP2R5B_pc	cplx_HETEROTRIMER_PPP2CA_PPP2R1B_PPP2R5B	protein_PPP2CA_pc;protein_PPP2R1B_pc;protein_PPP2R5B_pc	PROTSPP;PROTTPP	PPP2CA;PPP2R1B;PPP2R5B	1;1;1			protein_PPP2CA_pc(1);protein_PPP2R1B_pc(1);protein_PPP2R5B_pc(1)	pc	159157.1010000005
cplx_HETEROTRIMER_PPP2CA_PPP2R1B_PPP2R5D_pc	cplx_HETEROTRIMER_PPP2CA_PPP2R1B_PPP2R5D	protein_PPP2CA_pc;protein_PPP2R1B_pc;protein_PPP2R5D_pc	PROTSPP;PROTTPP	PPP2CA;PPP2R1B;PPP2R5D	1;1;1			protein_PPP2CA_pc(1);protein_PPP2R1B_pc(1);protein_PPP2R5D_pc(1)	pc	171763.64500000048
cplx_HETERODIMER_PPP2CB_PPP2R1A_pc	cplx_HETERODIMER_PPP2CB_PPP2R1A	protein_PPP2CB_pc;protein_PPP2R1A_pc	PROTSPP;PROTTPP	PPP2CB;PPP2R1A	1;1			protein_PPP2CB_pc(1);protein_PPP2R1A_pc(1)	pc	100845.52200000036
cplx_HETEROTRIMER_PPP2CB_PPP2R1A_PPP2R5B_pc	cplx_HETEROTRIMER_PPP2CB_PPP2R1A_PPP2R5B	protein_PPP2CB_pc;protein_PPP2R1A_pc;protein_PPP2R5B_pc	PROTSPP;PROTTPP	PPP2CB;PPP2R1A;PPP2R5B	1;1;1			protein_PPP2CB_pc(1);protein_PPP2R1A_pc(1);protein_PPP2R5B_pc(1)	pc	158233.0940000005
cplx_HETEROTRIMER_PPP2CB_PPP2R1A_PPP2R5D_pc	cplx_HETEROTRIMER_PPP2CB_PPP2R1A_PPP2R5D	protein_PPP2CB_pc;protein_PPP2R1A_pc;protein_PPP2R5D_pc	PROTSPP;PROTTPP	PPP2CB;PPP2R1A;PPP2R5D	1;1;1			protein_PPP2CB_pc(1);protein_PPP2R1A_pc(1);protein_PPP2R5D_pc(1)	pc	170839.6380000005
cplx_HETERODIMER_PPP2CB_PPP2R1B_pc	cplx_HETERODIMER_PPP2CB_PPP2R1B	protein_PPP2CB_pc;protein_PPP2R1B_pc	PROTSPP;PROTTPP	PPP2CB;PPP2R1B	1;1			protein_PPP2CB_pc(1);protein_PPP2R1B_pc(1)	pc	101749.43300000037
cplx_HETEROTRIMER_PPP2CB_PPP2R1B_PPP2R5B_pc	cplx_HETEROTRIMER_PPP2CB_PPP2R1B_PPP2R5B	protein_PPP2CB_pc;protein_PPP2R1B_pc;protein_PPP2R5B_pc	PROTSPP;PROTTPP	PPP2CB;PPP2R1B;PPP2R5B	1;1;1			protein_PPP2CB_pc(1);protein_PPP2R1B_pc(1);protein_PPP2R5B_pc(1)	pc	159137.00500000053
cplx_HETEROTRIMER_PPP2CB_PPP2R1B_PPP2R5D_pc	cplx_HETEROTRIMER_PPP2CB_PPP2R1B_PPP2R5D	protein_PPP2CB_pc;protein_PPP2R1B_pc;protein_PPP2R5D_pc	PROTSPP;PROTTPP	PPP2CB;PPP2R1B;PPP2R5D	1;1;1			protein_PPP2CB_pc(1);protein_PPP2R1B_pc(1);protein_PPP2R5D_pc(1)	pc	171743.54900000052
cplx_HOMODIMER_PRDX1_pc	cplx_HOMODIMER_PRDX1	protein_PRDX1_pc	PRDX2OX2;PRDX2OX1;PRDX2SO2OX1;PRDX2SOOX1;PRDX2SOR	PRDX1	2			protein_PRDX1_pc(2)	pc	44224.334
cplx_COMPLEX_PRDX1_SRXN1_pc	cplx_COMPLEX_PRDX1_SRXN1	protein_PRDX1_pc;protein_SRXN1_pc	SRDX1GTHRD	PRDX1;SRXN1	2;1			protein_PRDX1_pc(2);protein_SRXN1_pc(1)	pc	58484.358
cplx_COMPLEX_PRDX1_TXN_pc	cplx_COMPLEX_PRDX1_TXN	protein_PRDX1_pc;protein_TXN_pc	PRDX2TRDXRD	PRDX1;TXN	2;2			protein_PRDX1_pc(2);protein_TXN_pc(2)	pc	67689.066
cplx_COMPLEX_PRDX1_TXNL1_pc	cplx_COMPLEX_PRDX1_TXNL1	protein_PRDX1_pc;protein_TXNL1_pc	PRDX2TRDXRD	PRDX1;TXNL1	2;2			protein_PRDX1_pc(2);protein_TXNL1_pc(2)	pc	108700.18400000004
cplx_HOMODIMER_PRDX2_pc	cplx_HOMODIMER_PRDX2	protein_PRDX2_pc	PRDX2OX2;PRDX2OX1;PRDX2SO2OX1;PRDX2SOOX1;PRDX2SOR	PRDX2	2			protein_PRDX2_pc(2)	pc	43777.35999999999
cplx_COMPLEX_PRDX2_SRXN1_pc	cplx_COMPLEX_PRDX2_SRXN1	protein_PRDX2_pc;protein_SRXN1_pc	SRDX1GTHRD	PRDX2;SRXN1	2;1			protein_PRDX2_pc(2);protein_SRXN1_pc(1)	pc	58037.38399999999
