reaction	genes	rho	pvalue	subsystem	category
THMTP	THTPA	0.3586616092288688	3.279117427854971e-57	Thiamine metabolism	Metabolism of cofactors and vitamins
AASDHPPT	AASDHPPT	0.3569365676107406	1.2170577087585777e-56	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
PRPPS	PRPS1;PRPS1L1;PRPS2	0.3547853290393999	6.175161152637253e-56	Pentose phosphate pathway	Carbohydrate metabolism
SPODM2	SOD1	0.3544773616780231	7.783526056426519e-56	Sulfur metabolism	Reactive species
XYLUR_Ly	DCXR	0.3537210364452471	1.3727323434155943e-55	Pentose and glucuronate interconversions	Carbohydrate metabolism
ETHP	PHOSPHO1	0.3524820405200002	3.4657454468641236e-55	Glycerophospholipid metabolism	Lipid metabolism
SELNIOR3y	TXN;TXNDC17;TXNL1;TXNRD1	0.3500297005740327	2.1408785856095623e-54	Selenocompound metabolism	Amino acid metabolism
E4PP	ARMT1	0.3490437517217969	4.431484777840182e-54	Pentose and glucuronate interconversions	Carbohydrate metabolism
UBIQE2CONJT	CUL1;CUL2;CUL3;CUL4A;CUL4B;CUL5;DCAF11;DCAF6;DCAF7;DDB1;ELOB;ELOC;FBXL20;FBXO4;FBXO7;HUWE1;KLHL18;RBX1;RNF123;SKP1;TRIM58;UBAC1;UBR4	0.3474383733576502	1.4407592667437403e-53	Ubiquitin mediated proteolysis	Other
FAt_18_9Z12Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.3454998948121704	5.927868983650712e-53	Transport, extracellular	Transport reactions
FAt_20_5Z8Z11Z14Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.3454998948121704	5.927868983650712e-53	Transport, extracellular	Transport reactions
FAt_hs_20_5Z8Z11Z14Z17Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.3454998948121704	5.927868983650712e-53	Transport, extracellular	Transport reactions
FAt_hs_22_4Z7Z10Z13Z16Z19Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.3454998948121704	5.927868983650712e-53	Transport, extracellular	Transport reactions
SRDX1GRDX2CDG	GLRX;SRXN1	0.3451198678645699	7.813056559518982e-53	Reactive species formation and detoxification	Reactive species
SRDX1GTHDG	SRXN1	0.3451198678645699	7.813056559518982e-53	Reactive species formation and detoxification	Reactive species
PPMEPP2A	PPME1;PPP2CA;PPP2CB	0.3440034405457703	1.754533058387715e-52	Protein modification	Other
NNAT	NMNAT3	0.3430828792366937	3.4102382232311514e-52	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
MCPST	MPST	0.3421917498326029	6.4752088681845305e-52	Sulfur metabolism	Reactive species
MCPST4	MPST	0.3421917498326029	6.4752088681845305e-52	Cysteine and methionine metabolism	Amino acid metabolism
MCPST3	MPST;TXN;TXNDC17;TXNL1	0.3421917498326029	6.4752088681845305e-52	Cysteine and methionine metabolism	Amino acid metabolism
GSNt	SLC29A1	0.3394620456979924	4.5562425101875254e-51	Transport, extracellular	Transport reactions
GLYCLTDy	GRHPR	0.3388166410420791	7.20627899571351e-51	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
NICRNSt	SLC29A1	0.3362490966454888	4.416755069124063e-50	Transport, extracellular	Transport reactions
SBTRa	AKR1A1;AKR1B1;AKR7A2	0.3356345176271252	6.79939020241912e-50	Fructose and mannose metabolism	Carbohydrate metabolism
FAt_16_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_16_2E	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_18_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_18_9Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_12_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_13_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_14_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_14_5Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_14_7Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_14_9Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_15_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_16_7Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_16_9Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_17_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_17_10Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_17_9Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_11Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_13Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_6Z9Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_6Z9Z12Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_6Z9Z12Z15Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_7Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_9E	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_18_9Z12Z15Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_19_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_11Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_11Z14Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_11Z14Z17Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_13Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_5Z8Z11Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_8Z11Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_8Z11Z14Z17Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_20_9Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_21_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_10Z13Z16Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_10Z13Z16Z19Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_11Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_13Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_13Z16Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_13Z16Z19Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_4Z7Z10Z13Z16Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_7Z10Z13Z16Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_22_7Z10Z13Z16Z19Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_23_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_12Z15Z18Z21Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_15Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_6Z9Z12Z15Z18Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_6Z9Z12Z15Z18Z21Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_9Z12Z15Z18Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_24_9Z12Z15Z18Z21Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_26_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
FAt_hs_26_17Z	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.334404230153641	1.6079285538567717e-49	Transport, extracellular	Transport reactions
MTAP	MTAP	0.3294506593402703	4.9442581533434935e-48	Cysteine and methionine metabolism	Amino acid metabolism
ACACt2	BSG;EMB;SLC16A1;SLC16A7	0.3286920695297545	8.308573297617148e-48	Transport, extracellular	Transport reactions
BUT_ACACtex	BSG;EMB;SLC16A1;SLC16A7	0.3286920695297545	8.308573297617148e-48	Transport, extracellular	Transport reactions
LLAC_ACACtex	BSG;EMB;SLC16A1;SLC16A7	0.3286920695297545	8.308573297617148e-48	Transport, extracellular	Transport reactions
PPA_ACACtex	BSG;EMB;SLC16A1;SLC16A7	0.3286920695297545	8.308573297617148e-48	Transport, extracellular	Transport reactions
PYR_ACACtex	BSG;EMB;SLC16A1;SLC16A7	0.3286920695297545	8.308573297617148e-48	Transport, extracellular	Transport reactions
2LACP_L	PGP	0.3270054553810856	2.620800792627333e-47	Pyruvate metabolism	Carbohydrate metabolism
PGLYCP	PGP	0.3270054553810856	2.620800792627333e-47	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
ADPRUDP	NUDT5	0.3260380300522282	5.048686381160305e-47	Nucleotide metabolism	Nucleotide metabolism
ADPRDP	NUDT5	0.3260083623725658	5.151031065809936e-47	Nucleotide metabolism	Nucleotide metabolism
FAt_hs_4_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4	0.3241076971415413	1.854576723894237e-46	Transport, extracellular	Transport reactions
G1PPa	IMPA1;IMPA2	0.3238361094324736	2.22544452704615e-46	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
GAL1PP	IMPA1;IMPA2	0.3238361094324736	2.22544452704615e-46	Galactose metabolism	Carbohydrate metabolism
MI1PP	IMPA1;IMPA2	0.3238361094324736	2.22544452704615e-46	Inositol phosphate metabolism	Carbohydrate metabolism
MI4PP	IMPA1;IMPA2	0.3238361094324736	2.22544452704615e-46	Inositol phosphate metabolism	Carbohydrate metabolism
SPRMS	SMS	0.3238233243604971	2.2446147602768684e-46	Arginine and proline metabolism	Amino acid metabolism
SFGTH	ESD	0.3232805254212808	3.2294231630474727e-46	Glutathione metabolism	Amino acid metabolism
CYTK13	CMPK1;CMPK2	0.322215881066522	6.5773593140739495e-46	Nucleotide metabolism	Nucleotide metabolism
CYTK2	CMPK1;CMPK2	0.322215881066522	6.5773593140739495e-46	Nucleotide metabolism	Nucleotide metabolism
2HB_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.3202489783626576	2.4294863654612574e-45	Transport, extracellular	Transport reactions
PI4K	PI4K2A;PI4KA	0.3178245244764176	1.1999546038445302e-44	Inositol phosphate metabolism	Carbohydrate metabolism
PROTCDGLAC_L	PARK7	0.3169589747233233	2.114719778010461e-44	Protein modification	Other
PROTKDGLAC_L	PARK7	0.3169589747233233	2.114719778010461e-44	Protein modification	Other
PROTRDGLAC_L	PARK7	0.3169589747233233	2.114719778010461e-44	Protein modification	Other
HB23DPGB	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.3155976079381319	5.136446651740443e-44	Hemoglobin binding and degradation	Reactive species
23E1QN1GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Estrogen metabolism	Lipid metabolism
23E1QN4GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Estrogen metabolism	Lipid metabolism
23E2QN1GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Estrogen metabolism	Lipid metabolism
23E2QN4GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Estrogen metabolism	Lipid metabolism
34E1QN2GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Estrogen metabolism	Lipid metabolism
34E2QN2GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Estrogen metabolism	Lipid metabolism
ADRNCHRGST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
ADRNLQGST_L	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DOPAQGST_L	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DPAMCHRGST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DPAMQGST_L	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DPCHRGST_L	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
IND56QNGST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
NRPPHRCHRGST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
NRPPHRQGST_L	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
PROSTGA1GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Prostaglandin biosynthesis	Lipid metabolism
PROSTGA2GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Prostaglandin biosynthesis	Lipid metabolism
PROSTGA3GST	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTP1;GSTT1;LANCL1;MGST2	0.3147843088956139	8.708707712337233e-44	Prostaglandin biosynthesis	Lipid metabolism
GALM	GALM	0.3145437730917291	1.017724274986998e-43	Galactose metabolism	Carbohydrate metabolism
ATPR5PT	NUDT5	0.3143423397573858	1.1594624442821886e-43	Nucleotide metabolism	Nucleotide metabolism
ARGN	ARG1	0.3137691715187036	1.6793640678517491e-43	Arginine and proline metabolism	Amino acid metabolism
ADSL2	ADSL	0.3132391975810462	2.3637030687617984e-43	Purine metabolism	Nucleotide metabolism
GLYOX	HAGH	0.3121501885754385	4.7607918061981886e-43	Pyruvate metabolism	Carbohydrate metabolism
LPEAT	LPCAT3;MBOAT2	0.3110487348500083	9.637019381318305e-43	Glycerophospholipid metabolism	Lipid metabolism
4PERK	PGK1;PGK2	0.3061031784742314	2.2032527019696278e-41	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
ADPRDACAC2	OARD1	0.3057528781499625	2.7437447863860857e-41	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
MTRI	MRI1	0.3046685960463379	5.40051975374442e-41	Cysteine and methionine metabolism	Amino acid metabolism
SPPTDH	CBR1	0.3008876106571843	5.600488239638932e-40	Biopterin metabolism	Metabolism of cofactors and vitamins
AICART	ATIC	0.2950709562177796	1.9123894005117982e-38	Purine metabolism	Nucleotide metabolism
IMPC	ATIC	0.2950709562177796	1.9123894005117982e-38	Purine metabolism	Nucleotide metabolism
DPGase	BPGM	-0.292666950080504	8.035231673232447e-38	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
OXOSUCAH	NIT2	0.2917210144725684	1.408189658495822e-37	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
5AOPt2	TSPO2	0.289928081156047	4.054739166463284e-37	Transport, extracellular	Transport reactions
CYTK1	CMPK1;CMPK2	0.2887684652404487	8.003133085369439e-37	Nucleotide metabolism	Nucleotide metabolism
CYTK8	CMPK1;CMPK2	0.2887684652404487	8.003133085369439e-37	Nucleotide metabolism	Nucleotide metabolism
UMPK1	CMPK1;CMPK2	0.2887684652404487	8.003133085369439e-37	Nucleotide metabolism	Nucleotide metabolism
UMPK5	CMPK1;CMPK2	0.2887684652404487	8.003133085369439e-37	Nucleotide metabolism	Nucleotide metabolism
DGMPNH	DNPH1	0.2870396303120002	2.192509446655492e-36	Nucleotide metabolism	Nucleotide metabolism
2IMBUTDA	RIDA	0.2866178750494685	2.800592489308021e-36	Glycine, serine and threonine metabolism	Amino acid metabolism
ARABR_Ly	AKR1A1;AKR1B1;AKR7A2	0.2844093983725791	1.0021894177960436e-35	Pentose and glucuronate interconversions	Carbohydrate metabolism
NEDD8E1ACT	NAE1;NEDD8;UBA3	0.2796254446220787	1.5251685036976735e-34	Ubiquitin mediated proteolysis	Other
UPPG1DC	UROD	0.278274758049453	3.257939189078676e-34	Porphyrin metabolism	Metabolism of cofactors and vitamins
UPPG3DC	UROD	0.278274758049453	3.257939189078676e-34	Porphyrin metabolism	Metabolism of cofactors and vitamins
PGE1Ry	CBR1	0.276276778722093	9.934806093716468e-34	Prostaglandin biosynthesis	Lipid metabolism
PGE2Ry	CBR1	0.276276778722093	9.934806093716468e-34	Prostaglandin biosynthesis	Lipid metabolism
PGE3Ry	CBR1	0.276276778722093	9.934806093716468e-34	Prostaglandin biosynthesis	Lipid metabolism
5OXPRO_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2738491114551808	3.8028517842672175e-33	Transport, extracellular	Transport reactions
PGG2GTHR	GPX1;GPX4;PRDX6	0.273179555106191	5.4934944488478816e-33	Prostaglandin biosynthesis	Lipid metabolism
NICHYD	NT5C;NT5C2	0.2712717767052878	1.5578964520391354e-32	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
G3PP	PGP	0.2666789791752055	1.8513285502856352e-31	Glycerolipid metabolism	Lipid metabolism
PROTKRU5PPP	ACP1	0.2665205252827061	2.014634537058124e-31	Protein modification	Other
LPELPLB	LYPLA1;PLA2G4B	0.2659842063442775	2.6808577631416355e-31	Glycerophospholipid metabolism	Lipid metabolism
ACAC_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2626876865773906	1.5299976821483336e-30	Transport, extracellular	Transport reactions
NADHXE	NAXE	0.2626843876333277	1.5326478740408855e-30	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NADPHXD	NAXD	0.256289322771505	4.1920407270290025e-29	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
AICt	SLC43A3	0.2543226501380912	1.1384801700126764e-28	Transport, extracellular	Transport reactions
UBIQE1E2T	CDC34;UBE2L3;UBE2N;UBE2V1;UBE2V2	0.2540383629204377	1.3144265628388303e-28	Ubiquitin mediated proteolysis	Other
2OBUT_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2517142558773807	4.226925520648045e-28	Transport, extracellular	Transport reactions
AC_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2517142558773807	4.226925520648045e-28	Transport, extracellular	Transport reactions
BUT_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2517142558773807	4.226925520648045e-28	Transport, extracellular	Transport reactions
DLAC_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2517142558773807	4.226925520648045e-28	Transport, extracellular	Transport reactions
GLYCLTt2	BSG;EMB;SLC16A1;SLC16A7	0.2517142558773807	4.226925520648045e-28	Transport, extracellular	Transport reactions
LLAC_GLYCLTtex	BSG;EMB;SLC16A1;SLC16A7	0.2517142558773807	4.226925520648045e-28	Transport, extracellular	Transport reactions
