Variables		Abundance and Age	Abundance and Age	Abundance and BMI	Abundance and BMI	Abundance and Weight	Abundance and Weight	Abundance and Height	Abundance and Height	Abundance and Hemolysis.volume	Abundance and Hemolysis.volume	Abundance and Hemolysis.hct	Abundance and Hemolysis.hct	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_pct_hemol	Abundance and Hemolysis.pink_pct_hemol	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and CBC.WBC	Abundance and CBC.WBC	Abundance and CBC.RBC	Abundance and CBC.RBC	Abundance and CBC.HGB	Abundance and CBC.HGB	Abundance and CBC.HCT	Abundance and CBC.HCT	Abundance and CBC.MCV	Abundance and CBC.MCV	Abundance and CBC.RDW	Abundance and CBC.RDW	Abundance and CBC.PLT	Abundance and CBC.PLT	Abundance and Ferritin	Abundance and Ferritin	subsystem	category
PRDX2TRDXRD	PRDX1;PRDX2;PRDX4;PRDX5;TXN;TXNL1	0.0922584933428207	7.132202718580168e-05	-0.1003504555865343	1.546934500560297e-05	-0.1194075872465036	2.6314835547001804e-07	-0.086785133691567	0.0001875092510911	0.0194557198150425	0.4032207817135886	0.3223906984601715	5.853430504876992e-46	0.2507311744678643	6.902936239406658e-28	-0.0387567187043691	0.0960660105384945	-0.0119508026867375	0.6076601753284292	-0.0921742324802876	7.242091947714591e-05	-0.0584471779424402	0.0126118108854194	-0.0826866081981679	0.0004122311804393	-0.1434655182109979	7.759865844696498e-10	-0.027734559826215	0.2337646741506828	-0.0272265701109463	0.2420610127778767	-0.0765401037772256	0.0048961763385103	-0.0155219064539536	0.5090523273835639	-0.0527400902775196	0.0247660786460831	-0.0459980667681305	0.0502638088033397	-0.0379601465795912	0.1062372564252211	0.0502111585198065	0.032578363205813	-0.0330193189694464	0.1600313565736454	0.099714967272119	2.1158743409032423e-05	-0.0674682601017948	0.0037395467810327	Reactive species formation and detoxification	Reactive species
MAN6PI	MPI	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Fructose and mannose metabolism	Carbohydrate metabolism
NADPHPPS	HDDC3	0.1083802463347881	3.016420255102124e-06	-0.1239137908861986	9.099061646414333e-08	-0.142377910212986	7.856652968330741e-10	-0.0754823754738674	0.0011650463016948	0.0665151393697723	0.0042282549198826	0.4667147193916705	1.3170952762974748e-100	0.3520010387403186	4.9597243558738614e-55	-0.1376912852956631	2.8743959009661997e-09	-0.0335084591230585	0.1498946336603713	-0.1056798949152318	5.296524534286817e-06	-0.088102924284281	0.0001669682288896	-0.1043583945483984	8.103334857273871e-06	-0.1675554398800959	6.193963001223733e-13	-0.1098357666188026	2.256920312089213e-06	-0.0016628746457556	0.9430507961122055	-0.0517511387422602	0.0573058435674503	0.0022025671658437	0.9253527148957122	-0.0228916771055812	0.3301067968974593	0.0064498863863435	0.7838006542354405	0.0051201702978698	0.8275815530759911	0.0598112704543086	0.0108795215364782	-0.0782929885136037	0.0008512616787994	0.13271572160603	1.4230595655191896e-08	-0.0343299566656183	0.1404746867220787	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
PHEtec	SLC16A10;SLC3A2;SLC43A1;SLC43A2;SLC7A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
INSt	SLC29A1	0.0263140913239735	0.2582107341380036	-0.1295975968891492	2.257485740199569e-08	-0.1371888664356499	3.1891491914423182e-09	-0.0609123344914094	0.0088140777256207	0.0333751869551037	0.1515227117017866	0.2743942544886412	2.816568821746089e-33	0.186666218491856	5.95399692392735e-16	-0.1401723002424532	1.478606902399427e-09	-0.0241047741622661	0.3003541115992806	-0.0839648400835695	0.0003021477483637	-0.0537314819378266	0.0218494406630099	-0.0830864621986152	0.0003863054182987	-0.2084694896463539	2.497577142948568e-19	-0.1352193041441823	5.5096262000046175e-09	-0.0430100735565232	0.0645246471109088	-0.0434659366011234	0.1104183591998593	-0.025385289116179	0.2801337100328314	-0.1565831673302415	2.053750971163166e-11	-0.029962762122347	0.2023627811076467	-0.0726931452639756	0.0019592958224497	0.1570545557582823	1.7853433970209798e-11	-0.08371939786831	0.0003603506475388	0.1238609502145752	1.2285061891050233e-07	0.0244880922051003	0.2931239714698715	Transport, extracellular	Transport reactions
AP4AH1	NUDT2;NUDT3	0.0879552541473915	0.0001531941826945	-0.1499589958060141	9.245627103029929e-11	-0.1588961535048195	6.4313389639817294e-12	-0.0738530390887728	0.0014880044348585	0.0902309794784898	0.000102674399756	0.4253723940126105	4.251346373885532e-82	0.3121605407105649	4.729274819875298e-43	-0.1330497631100923	9.659823808609362e-09	-0.0297188352050772	0.201608629425557	-0.0751865242885846	0.001218396095948	-0.0668739187038808	0.0043042347742677	-0.0656965467475895	0.0050381330777216	-0.1688714893981383	4.061768073348649e-13	-0.1101962041606475	2.089638769308205e-06	0.0172239697376154	0.4593095245342687	-0.0309049749844241	0.2564840726151814	-0.0070705875710099	0.7635868653203965	-0.068220441876977	0.0036682944117309	-0.0085765354892464	0.71523289454659	-0.0282049554544151	0.2301287390339174	0.0842731792861192	0.0003291327872828	-0.0943088923248296	5.802639553386799e-05	0.1112905655248658	2.045655204079137e-06	-0.037692522531478	0.1055543993896587	Nucleotide metabolism	Nucleotide metabolism
2OHE1MT	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Estrogen metabolism	Lipid metabolism
2OHE1MT2	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Estrogen metabolism	Lipid metabolism
2OHE2MT	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Estrogen metabolism	Lipid metabolism
2OHE2MT2	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Estrogen metabolism	Lipid metabolism
4OHE1MT	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Estrogen metabolism	Lipid metabolism
4OHE2MT	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Estrogen metabolism	Lipid metabolism
LDPAMMT	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
SALMCOM	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
SALMCOM2	COMT	0.0516967203110179	0.0262603276209567	-0.1274347640818878	3.8645812183627214e-08	-0.148404003381485	1.4470241437917418e-10	-0.0970807999174687	2.909980024143705e-05	0.0615775078854038	0.0081008203449574	0.4266131029075964	1.2870583683288033e-82	0.2965803803720283	7.710284938547097e-39	-0.1199750325043723	2.359435211282395e-07	-0.0352766842385669	0.1295363183581316	-0.1113995126639329	1.5819736848814075e-06	-0.0826473317843659	0.0004148635225587	-0.0988717808558915	2.3721151213272225e-05	-0.1899275483837271	2.98942061274263e-16	-0.1002404888312309	1.605981551930323e-05	-0.0225295384134713	0.3330565105770027	-0.0237017132333402	0.3842063624814151	0.0128348962592572	0.5850686076333043	-0.0595659119192637	0.0112101185077616	-0.0432392817052581	0.0657414251339852	-0.0531038961571595	0.0237877418595212	0.0416289295118474	0.0764628955015921	-0.0638960548958057	0.006512318923171	0.1516431103405681	8.687782049711669e-11	-0.0227784420360233	0.3281352840590853	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
ADPGK	ADPGK	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
CGMPtec	SLC22A7	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
CIMPtec	SLC22A7	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
R15BPS1	PGM2L1	0.1537862300631188	3.009237266021691e-11	-0.0025519408385519	0.9127030321776144	-0.0579111075421695	0.0127775646025499	-0.1130584677802311	1.1017230061860449e-06	-0.0513137291071054	0.0273942033366934	0.0451404011211682	0.0523568103917993	0.0926902471779519	6.593423839227204e-05	0.0665120889327862	0.0042611404152703	0.0243951220553341	0.2945681432346125	-0.0427001234985503	0.0664755071648498	0.0115935980591928	0.6210148450063452	-0.029999137375312	0.2006973081951416	0.046120498729579	0.0490906045513614	0.0832674749259136	0.0003430403382381	-0.0065488193942284	0.7784530017089014	-0.0933326289503307	0.0005956660055202	0.0551632655023741	0.0188575409348271	-0.0286051330805001	0.2235812169290781	-0.0635446377364496	0.0068137911093314	-0.0073914304710599	0.7532001070315717	0.048973691282667	0.0371143090644907	0.0292849201763702	0.2127660222063118	0.114268232293923	1.0784903086444611e-06	-0.1170736602794734	4.591034907531154e-07	Starch and sucrose metabolism	Carbohydrate metabolism
