genes	uniprot	uniprot.isoform	uniprot.chain	hgnc.symbol	ec-code	taxonomy	uniparc	rhea	go	ccds	ena.embl	refseq	bmrb	pdb	sasbdb	smr	biogrid	complexportal	dip	intact	chembl.target	drugbank	iuphar.receptor	cazy	ideal	merops	peroxibase	tcdb	dbsnp	proteomicsdb.protein	ensembl	ncbigene	kegg.genes	genecards	hgnc	hpa	mim	nextprot	orphanet	pharmgkb.gene	eggnog	genetree	hogenom	oma.grp	orthodb	treefam	biocyc	brenda	reactome	genewiki	bgee.gene	cdd	disprot	hamap	interpro	panther.family	pfam	pirsf	prints	prosite	smart	supfam	chromosome
TALDO1	P37837	P37837-1;P37837-2	PRO_0000173564	TALDO1	2.2.1.2	9606	UPI00001114B0	17053	0004801;0005634;0005737;0005829;0005975;0006002;0009052;0048029;0070062	CCDS7712.1	L19437;AF010400;AF010398;AF010399;AF058913;AK313427;BC010103;BC018847;L27346	NP_006746.1		1F05		P37837	112751			P37837									rs751425603	55278	ENST00000319006.8	6888	hsa:6888	TALDO1	11559	ENSG00000177156	602063;606003	NX_P37837	101028	PA36328	KOG2772	ENSGT00390000017361	CLU_047470_0_1_1	THAEFLW	2015515at2759	TF300757			R-HSA-163754;R-HSA-6791055;R-HSA-6791462;R-HSA-71336;R-HSA-8950505;R-HSA-9818028		ENSG00000177156	cd00957		MF_00492	IPR013785;IPR001585;IPR004730;IPR018225	PTHR10683;PTHR10683:SF18	PF00923			PS01054;PS00958		SSF51569	11
TARS1	P26639	P26639-1;P26639-2	PRO_0000101119	TARS1	6.1.1.3	9606	UPI00001BD8D0	24624	0000049;0004829;0005524;0005739;0005829;0006435;0008270;0042802;0070062	CCDS3899.1;CCDS58943.1	M63180;AK292346;AK293620;AC025441;AC034231;CH471118;BC000517;BC010578	NP_001245366.1;NP_001245367.1;NP_689508.3		1WWT;4HWT;4P3N;4TTV;5XLN		P26639	112760			P26639	CHEMBL3391	DB00156							rs34334786	3957;54357	ENST00000265112.8;ENST00000455217.6;ENST00000502553.5	6897	hsa:6897	TARS1	11572	ENSG00000113407	187790;618546	NX_P26639	33364	PA36337	KOG1637	ENSGT00940000154969	CLU_008554_0_1_1	MMNQRLW	5423599at2759	TF300858		6.1.1.3	R-HSA-379716	TARS_(gene)	ENSG00000113407	cd01667;cd00860;cd00771		MF_00184	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947	PTHR11451:SF36;PTHR11451	PF03129;PF02824;PF00587;PF07973		PR01047	PS50862;PS51880	SM00863	SSF52954;SSF55681;SSF81271;SSF55186	5
TECR	Q9NZ01	Q9NZ01-1;Q9NZ01-2	PRO_0000213683	TECR	1.3.1.93	9606	UPI00000534C6	14473;35351;39331;39467;39319;36143	0005634;0005783;0005789;0006665;0016491;0017099;0030497;0035338;0042761;0102758	CCDS12313.1	AF038958;AF038959;AF222742;AK315412;BT007179;CR456892;BC000174;BC002425;BC005952;BC007801;BC013881	NP_001308099.1;NP_612510.1	Q9NZ01	2DZJ		Q9NZ01	114900			Q9NZ01									rs199469705	83310;83311	ENST00000215567.10	9524	hsa:9524	TECR	4551	ENSG00000099797	610057;614020	NX_Q9NZ01	88616	PA28946	KOG1639	ENSGT00950000182886	CLU_059260_1_0_1	FSQSTMP	540503at2759	TF300908	MetaCyc:ENSG00000099797-MONOMER	1.3.1.93	R-HSA-75876	TECR	ENSG00000099797	cd17124			IPR001104;IPR039357;IPR049127;IPR029071	PTHR10556;PTHR10556:SF31	PF02544;PF21696			PS50244		SSF54236	19
TF	P02787		PRO_0000035715	TF		9606	UPI000013D5A6		0005576;0005615;0005769;0005770;0005788;0005886;0005905;0006826;0006879;0007015;0008198;0008199;0009925;0009986;0010008;0016324;0019731;0019899;0030139;0030316;0030669;0031410;0031647;0031982;0032436;0034756;0034774;0034986;0042327;0044325;0045178;0045780;0045893;0048260;0048471;0055037;0060586;0070062;0070371;0071281;0072562;1990459;1990712;2000147	CCDS3080.1	M12530;M17611;M17610;M17614;M17612;M17613;S95936;AF288144;AF294270;AF294271;AF288139;AF288140;AF288141;AF288142;AF288143;AY308797;DQ525716;AC080128;AC083905;CH471052;BC059367;M21569;M15673;M21570;X04600;AJ252279;M11372;M11361;M11362;M11363;M11364;M11365;M11366;M11367;M11368;M11369;M11370;M11371;AF118063;M12525;U88581;AF058327;M26641	NP_001054.1;NP_001054.2;XP_016862578.1;XP_016862579.1		1A8E;1A8F;1B3E;1BP5;1BTJ;1D3K;1D4N;1DTG;1FQE;1FQF;1JQF;1N7W;1N7X;1N84;1OQG;1OQH;1RYO;1SUV;2HAU;2HAV;2O7U;2O84;3FGS;3QYT;3S9L;3S9M;3S9N;3SKP;3V83;3V89;3V8X;3VE1;4H0W;4X1B;4X1D;5DYH;5H52;5WTD;5X5P;5Y6K;6CTC;6D03;6D04;6D05;6JAS;6SOY;6SOZ;6UJ6;7FFM;7FFU;7Q1L;8BRC	P02787		112876		DIP-2738N	P02787	CHEMBL4865	DB01370;DB14517;DB14518;DB01294;DB14526;DB14527;DB11136;DB14528;DB14529;DB14530;DB00515;DB09130;DB11397;DB13949;DB14490;DB14491;DB14488;DB14501;DB14489;DB13257;DB06215;DB06784;DB05260;DB01592;DB00893;DB00677;DB06757;DB11182;DB14520;DB01593;DB14487;DB14533;DB14548				S60.972;S60.975			rs41298293;rs8177318;rs41298977;rs121918681;rs1799830;rs1799899;rs8177238;rs41295774;rs1804498;rs2692696;rs121918679;rs41296590;rs1049296;rs1130537;rs121918678;rs121918677	51596	ENST00000402696.9	7018	hsa:7018	TF	11740	ENSG00000091513	190000;209300	NX_P02787	1195	PA36457	ENOG502QT0C	ENSGT00940000154388	CLU_011309_1_0_1		41266at2759	TF324013			R-HSA-114608;R-HSA-381426;R-HSA-8856825;R-HSA-8856828;R-HSA-8957275;R-HSA-917937;R-HSA-917977	Transferrin	ENSG00000091513	cd13617;cd13618			IPR030685;IPR016357;IPR001156;IPR018195	PTHR11485:SF31;PTHR11485	PF00405	PIRSF500682;PIRSF002549	PR00422	PS00205;PS00206;PS00207;PS51408	SM00094	SSF53850	3
TFR2	Q9UP52	Q9UP52-1;Q9UP52-2;Q9UP52-3	PRO_0000174136	TFR2		9606	UPI0000136C99		0004998;0005886;0006826;0006879;0006898;0006953;0009897;0010039;0031410;0033572;0039706;0045807;0045944;0060586;0071281;0090277;0140298;1903319;1990712	CCDS34707.1	AF067864;AF053356;DQ496110;AC099394;BC142630;AK022002;AK000421	NP_001193784.1;NP_003218.2;XP_005250610.1;XP_016868062.1				Q9UP52	112894			Q9UP52	CHEMBL3988361	DB15617;DB13257				M28.973		2.B.93.1.2;9.B.229.1.2	rs80338876;rs80338879;rs41303465;rs34242818;rs41303501;rs80338889;rs41295942	85352;85353;85354	ENST00000223051.8;ENST00000462107.1	7036	hsa:7036	TFR2	11762	ENSG00000106327	604250;604720	NX_Q9UP52	648581;225123	PA36477	KOG2195	ENSGT01030000234598	CLU_005688_5_0_1	QVVFNNH	5841748at2759	TF312981			R-HSA-917977	TFR2	ENSG00000106327	cd09848;cd02128			IPR046450;IPR003137;IPR007484;IPR039373;IPR036757;IPR037324	PTHR10404;PTHR10404:SF33	PF02225;PF04389					SSF52025;SSF47672;SSF53187	7
TFRC	P02786		PRO_0000174132;PRO_0000292265	TFRC		9606	UPI0000049ADE		0001618;0001666;0003723;0003725;0004998;0005576;0005615;0005768;0005769;0005886;0005905;0006826;0006879;0006953;0007584;0009897;0009986;0010008;0010039;0010042;0010628;0010637;0016020;0016323;0019901;0030316;0030544;0030669;0030890;0031334;0031410;0031623;0032526;0033572;0035556;0042102;0042470;0042802;0042803;0043066;0043123;0043231;0044877;0045780;0045830;0046688;0048471;0055037;0055038;0060586;0070062;0071466;0072562;0098944;0098978;0099072;0150104;1900182;1903561;1990712;1990830	CCDS3312.1	X01060;M11507;AF187320;AB209254;DQ496099;CH471191;BC001188	NP_001121620.1;NP_001300894.1;NP_001300895.1;NP_003225.2		1CX8;1DE4;1SUV;2NSU;3KAS;3S9L;3S9M;3S9N;6D03;6D04;6D05;6GSR;6H5I;6OKD;6W3H;6WRV;6WRW;6WRX;6Y76;7ZQS;8P0Z		P02786	112895		DIP-2736N	P02786	CHEMBL3712860	DB13949;DB15617;DB14490;DB14491;DB14488;DB14501;DB14489;DB13257;DB01592;DB14520				M28.972		2.B.93.1.1;9.B.229.1.1	rs863225436;rs3817672;rs41301381;rs41295879;rs41298067	51595	ENST00000360110.9;ENST00000392396.7;ENST00000698280.1;ENST00000698291.1	7037	hsa:7037	TFRC	11763	ENSG00000072274	190010;616740	NX_P02786	476113	PA36478	KOG2195	ENSGT01030000234598		YQDSNWI	5841748at2759	TF312981			R-HSA-432722;R-HSA-8856825;R-HSA-8856828;R-HSA-8980692;R-HSA-9013026;R-HSA-9013106;R-HSA-9013148;R-HSA-9013149;R-HSA-9013404;R-HSA-9013406;R-HSA-9013407;R-HSA-9013408;R-HSA-9013409;R-HSA-9013423;R-HSA-917977;R-HSA-9696270;R-HSA-9696273;R-HSA-9725554	TFRC	ENSG00000072274	cd09848;cd02128			IPR046450;IPR003137;IPR007484;IPR039373;IPR007365;IPR036757;IPR037324	PTHR10404;PTHR10404:SF26	PF02225;PF04389;PF04253					SSF52025;SSF47672;SSF53187	3
TGM2	P21980	P21980-1;P21980-2;P21980-3	PRO_0000213707	TGM2	2.3.1.-;2.3.2.13;3.4.-.-;3.5.1.44	9606	UPI0000136CCB	54816;66552;66556;66564;66560;16441	0000785;0000786;0003810;0005509;0005525;0005634;0005739;0005783;0005829;0005886;0005925;0006508;0007200;0008233;0010467;0014046;0018149;0018277;0031012;0032471;0042981;0043065;0043277;0043547;0045785;0048471;0050568;0050769;0051057;0051260;0051561;0060348;0060445;0060662;0062023;0070062;0071314;0120295;0120297;0120298;0120299;1903351;1903672;1904015;2000425	CCDS13302.1	M55153;M98478;S81734;AY675221;AK291714;AK314618;DQ523828;AL031651;CH471077;BC003551;AL512703	NP_001310245.1;NP_004604.2;NP_945189.1;XP_011527330.1;XP_054179934.1;XP_054179935.1		1KV3;2Q3Z;3LY6;3S3J;3S3P;3S3S;4PYG;6A8P;6KZB;8TR9;9BC2;9BC3;9BC4	P21980	P21980	112910		DIP-33557N	P21980	CHEMBL2730	DB04315;DB11254;DB00130	3015						rs41274720;rs45530133;rs45567334;rs141603506;rs45629036;rs45556333	53947;53948;53949	ENST00000361475.7	7052	hsa:7052	TGM2	11778	ENSG00000198959	190196	NX_P21980		PA36491	ENOG502QUSX	ENSGT01050000244866	CLU_013435_1_0_1	CTVGPGE	437511at2759	TF324278		2.3.2.13		Tissue_transglutaminase	ENSG00000198959				IPR013783;IPR014756;IPR038765;IPR050779;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102	PTHR11590;PTHR11590:SF6	PF00927;PF01841;PF00868	PIRSF000459		PS00547	SM00460	SSF54001;SSF81296;SSF49309	20
TGM3	Q08188		PRO_0000033652;PRO_0000033653	TGM3	2.3.2.13	9606	UPI0000136CCC	54816	0003810;0003824;0005198;0005509;0005737;0016746;0018149;0030216;0031069;0031234;0031424;0032991;0036211;0070062	CCDS33435.1	L10386;AK290324;AK291351;AK315236;EF102483;AL031678;CH471133;BC109075;BC109076	NP_003236.3		1L9M;1L9N;1NUD;1NUF;1NUG;8OXV;8OXW;8OXX;8OXY		Q08188	112911			Q08188	CHEMBL3363	DB01864;DB03152;DB04315;DB01972;DB00130							rs214803;rs6048066;rs214814;rs1042617;rs214830;rs45581032	58578	ENST00000381458.6	7053	hsa:7053	TGM3	11779	ENSG00000125780	600238;617251	NX_Q08188	1410	PA36492	ENOG502QUPB	ENSGT01050000244866	CLU_013435_1_0_1	SMVGWNF	437511at2759	TF324278		2.3.2.13		TGM3	ENSG00000125780				IPR013783;IPR014756;IPR038765;IPR050779;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102	PTHR11590;PTHR11590:SF36	PF00927;PF01841;PF00868	PIRSF000459		PS00547	SM00460	SSF54001;SSF81296;SSF49309	20
THOP1	P52888	P52888-1;P52888-2	PRO_0000078153	THOP1	3.4.24.15	9606	UPI0000000C3E		0000209;0004222;0005758;0005829;0006508;0006518;0046872	CCDS12095.1	Z50115;U29366;AK093392;AC006538;BC000135;BC002391	NP_003240.1		1S4B;2O36		P52888	112921			P52888	CHEMBL5291559					M03.001				3634;56547	ENST00000307741.11;ENST00000395212.8	7064	hsa:7064	THOP1	11793	ENSG00000172009	601117	NX_P52888		PA36505	KOG2089	ENSGT00950000183171	CLU_001805_2_0_1	KNFQSAM	534666at2759	TF300459		3.4.24.15	R-HSA-983168	THOP1	ENSG00000172009	cd06455			IPR024079;IPR024077;IPR024080;IPR045090;IPR001567	PTHR11804;PTHR11804:SF50	PF01432			PS00142		SSF55486	19
THTPA	Q9BU02	Q9BU02-1;Q9BU02-2	PRO_0000221490	THTPA	3.6.1.28	9606	UPI000000CC0F	11744	0000287;0005829;0006091;0006772;0009229;0016311;0016787;0042357;0050333	CCDS32053.1;CCDS58307.1	AF432862;AK057691;BX161435;BX378775;AL135999;CH471078;BC002984	NP_001119811.1;NP_001242991.1;NP_001243250.1;NP_001243251.1;NP_001243252.1;NP_077304.1		3BHD;3TVL		Q9BU02	122595			Q9BU02		DB00152							rs34015250	33249;79039	ENST00000288014.7;ENST00000404535.3;ENST00000554789.1;ENST00000556015.5	79178	hsa:79178	THTPA	18987	ENSG00000259431	611612	NX_Q9BU02		PA38774	ENOG502S5G9	ENSGT00390000005996	CLU_105907_0_0_1	HWLRHRE	442176at2759	TF333398		3.6.1.28	R-HSA-196819		ENSG00000259431	cd07758			IPR033469;IPR023577;IPR039582;IPR012177	PTHR14586;PTHR14586:SF1	PF01928	PIRSF036561		PS51707	SM01118	SSF55154	14
TKFC	Q3LXA3	Q3LXA3-1;Q3LXA3-2	PRO_0000121525	TKFC	2.7.1.28;2.7.1.29;4.6.1.15	9606	UPI00000718B9	15773;13941;13729	0004371;0005524;0005634;0005829;0005975;0019563;0034012;0039534;0045088;0046835;0046872;0050354;0061624;0070062	CCDS8003.1	DQ138290;DQ344550;AK023915;AK223580;AP003108;BC001341	NP_001338905.1;NP_001338908.1;NP_056348.2;XP_016873010.1;XP_016873012.1;XP_047282685.1;XP_047282686.1;XP_047282689.1;XP_047282690.1;XP_047282691.1				Q3LXA3	117481		DIP-60967N	Q3LXA3									rs2260655;rs35723406;rs1590578831;rs547013163	61779	ENST00000394900.8	26007	hsa:26007	TKFC	24552	ENSG00000149476	615844;618805	NX_Q3LXA3	1369	PA142672014	KOG2426	ENSGT00390000015415	CLU_017054_6_2_1	ALNMNGF	1724672at2759	TF313821	MetaCyc:HS07615-MONOMER	2.7.1.28;2.7.1.29;4.6.1.15	R-HSA-168928;R-HSA-70350;R-HSA-9692916;R-HSA-9705671	DAK_(gene)	ENSG00000149476				IPR012734;IPR004006;IPR004007;IPR036117;IPR050861	PTHR28629;PTHR28629:SF4	PF02733;PF02734			PS51481;PS51480	SM01120	SSF82549;SSF101473	11
TKT	P29401	P29401-1;P29401-2	PRO_0000191894	TKT	2.2.1.1	9606	UPI0000137002	10508	0000287;0004802;0005509;0005654;0005777;0005789;0005829;0006098;0009052;0016604;0030976;0031982;0040008;0042803;0046166;0070062;1901159	CCDS2871.1;CCDS58834.1	X67688;L12711;U55017;AK289454;AK293438;AC097015;CH471055;BC008615;BC009970;BC024026	NP_001055.1;NP_001128527.1;NP_001244957.1;XP_011532356.1;XP_054203679.1		3MOS;3OOY;4KXU;4KXV;4KXW;4KXX;4KXY;6HA3;6HAD;6RJB;8WA8;8WA9;8WAA		P29401	112941			P29401	CHEMBL4983	DB09130							rs17052920;rs782092363	17317;54568	ENST00000423516.5;ENST00000423525.6;ENST00000462138.6	7086	hsa:7086	TKT	11834	ENSG00000163931	606781;617044	NX_P29401	488618	PA36537	KOG0523	ENSGT00940000155552	CLU_009227_3_0_1	VYCLCGD	10267175at2759	TF313097		2.2.1.1	R-HSA-163754;R-HSA-71336;R-HSA-9818028		ENSG00000163931	cd07033;cd02012			IPR029061;IPR009014;IPR051424;IPR005475;IPR020826;IPR033248;IPR049557;IPR005474	PTHR43195;PTHR43195:SF3	PF02779;PF02780;PF00456			PS00801;PS00802	SM00861	SSF52518;SSF52922	3
TMEM109	Q9BVC6		PRO_0000044618	TMEM109		9606	UPI0000072CF3	29463;29671	0005640;0022843;0033017;0034702;0042771;0043069;0070062;0071480	CCDS7996.1	BC001309	NP_076997.1				Q9BVC6	122524			Q9BVC6								1.A.74.1.2		79198	ENST00000227525.8;ENST00000536171.1	79073	hsa:79073	TMEM109	28771	ENSG00000110108	619168	NX_Q9BVC6		PA142670760	ENOG502S0EJ	ENSGT00390000015704	CLU_099892_0_0_1	VFKVILM	9902161at2759	TF332238					ENSG00000110108				IPR039492	PTHR14550;PTHR14550:SF2	PF14965						11
TMEM30A	Q9NV96	Q9NV96-1;Q9NV96-2;Q9NV96-3	PRO_0000244469	TMEM30A		9606	UPI0000071AE1		0005198;0005783;0005794;0005886;0006855;0010976;0015247;0015917;0016020;0016324;0030658;0031901;0031902;0035577;0035579;0036010;0045332;0061092;0070863;1990531	CCDS47453.1;CCDS4983.1	AK001718;AK292823;AL832815;AL832490;AL162046;AL080250;CH471051;BC009006	NP_001137430.1;NP_060717.1		6K7G;6K7H;6K7I;6K7J;6K7K;6K7L;6K7M;6K7N;6LKN;7BSP;7BSQ;7BSS;7BSU;7BSV;7BSW;7PY4;7VGI;7VGJ;7VSG;7VSH;8OX4;8OX5;8OX6;8OX7;8OX8;8OX9;8OXA;8OXB;8OXC		Q9NV96	120872	CPX-6282;CPX-6285;CPX-6301;CPX-6302;CPX-6304;CPX-6305;CPX-6307;CPX-6308;CPX-6309;CPX-6310;CPX-6311;CPX-6312		Q9NV96								1.A.17.1.30;8.A.27.1.5		82763;82764;82765	ENST00000230461.11;ENST00000370050.9;ENST00000475111.6;ENST00000674151.1	55754	hsa:55754	TMEM30A	16667	ENSG00000112697	611028	NX_Q9NV96		PA134936902	KOG2952	ENSGT00390000004660	CLU_025025_1_0_1	IPWSMFN	340608at2759	TF300873			R-HSA-6798695		ENSG00000112697				IPR005045	PTHR10926;PTHR10926:SF17	PF03381	PIRSF015840					6
TMT1A	Q9H8H3		PRO_0000251921	TMT1A	2.1.1.348;2.1.1.9	9606	UPI000003B00C	18277;55584	0001649;0001734;0005576;0005783;0005811;0005829;0008168;0008173;0016020;0018708;0032259;0042476;0180035;1904724	CCDS8804.1	AJ536233;AY358797;AK023693;AK024409;BC004492;BC008180;AL050159;AF113007	NP_054752.3;XP_006719395.1;XP_054227679.1				Q9H8H3	117366			Q9H8H3									rs28372674	81213	ENST00000332160.5;ENST00000547104.1;ENST00000548553.1	25840	hsa:25840	TMT1A	24550	ENSG00000185432	618338	NX_Q9H8H3		PA128394635	KOG4300	ENSGT00940000154786		PLWYYFG	416496at2759	TF331790			R-HSA-6798695		ENSG00000185432	cd02440			IPR013216;IPR029063;IPR052356	PTHR45036:SF5;PTHR45036	PF08241					SSF53335	12
TPI1	P60174	P60174-1;P60174-3;P60174-4	PRO_0000090113	TPI1	4.2.3.3;5.3.1.1	9606	UPI000002F08E	18585;17937	0004807;0005615;0005634;0005829;0006094;0006096;0008929;0019242;0019563;0031625;0042803;0046166;0061621;0070062	CCDS53740.1;CCDS58206.1;CCDS8566.1	M10036;X69723;AK298809;U47924;CH471116;J04603;BC007086;BC007812;BC009329;BC011611;BC015100;BC017165;BC017917;BC070129;AK313282;CR541702	NP_000356.1;NP_001152759.1;NP_001244955.1		1HTI;1KLG;1KLU;1WYI;2IAM;2IAN;2JK2;2VOM;4BR1;4E41;4POC;4POD;4UNK;4UNL;4ZVJ;6C2G;6D43;6NLH;6UP1;6UP5;6UP8;6UPF;7RDE;7SX1;7T0Q;7UXB;7UXV		P60174	113020			P60174	CHEMBL4880	DB04447;DB03379;DB02726;DB03132;DB07387;DB04510;DB03314;DB03135;DB11638;DB04326;DB01695;DB03026;DB03900;DB01593;DB14487;DB14533;DB14548							rs121964848;rs121964845;rs121964846;rs188138723;rs121964849;rs1555132614;rs121964847	57186;57187;6680	ENST00000229270.8;ENST00000396705.10;ENST00000488464.6;ENST00000535434.5;ENST00000613953.4	7167	hsa:7167	TPI1	12009	ENSG00000111669	190450;615512	NX_P60174	868	PA36689	KOG1643	ENSGT00390000013354	CLU_024251_2_0_1		9472880at2759	TF300829	MetaCyc:HS03441-MONOMER	5.3.1.1	R-HSA-70171;R-HSA-70263	TPI1	ENSG00000111669	cd00311		MF_00147_B	IPR013785;IPR035990;IPR022896;IPR000652;IPR020861	PTHR21139;PTHR21139:SF2	PF00121			PS00171;PS51440		SSF51351	12
TPK1	Q9H3S4	Q9H3S4-1;Q9H3S4-2	PRO_0000072647	TPK1	2.7.6.-	9606	UPI000004FD50	79423	0004788;0005524;0005829;0006772;0009229;0010510;0016301;0030975;0042802;0141200	CCDS5888.1	AB028138;AF297710;AY206415;AK026374;AK289652;AC004534;AC004743;AC004833;AC004864;AC005677;AC074384;CH471146;BC040555;BC068460	NP_001035947.1;NP_001337808.1;NP_071890.2;XP_005250027.1;XP_011514349.1;XP_011514350.1;XP_011514352.1;XP_016867462.1;XP_016867471.1;XP_016867472.1;XP_016867473.1;XP_016867474.1;XP_016867475.1;XP_047276148.1;XP_054213861.1;XP_054213862.1		3S4Y		Q9H3S4	117952			Q9H3S4	CHEMBL6155	DB04768;DB00152							rs387906936;rs387906935;rs371271054	80748	ENST00000360057.7	27010	hsa:27010	TPK1	17358	ENSG00000196511	606370;614458	NX_Q9H3S4	293955	PA38235	KOG3153	ENSGT00390000016016		HHLYMMT	25149at2759	TF313224		2.7.6.2	R-HSA-196819	TPK1	ENSG00000196511	cd07995			IPR006282;IPR016966;IPR007373;IPR036371;IPR007371;IPR036759	PTHR13622;PTHR13622:SF8	PF04265;PF04263	PIRSF031057			SM00983	SSF63999;SSF63862	7
TPMT	P51580		PRO_0000220102	TPMT	2.1.1.67	9606	UPI0000137261	12609;56580	0005829;0006139;0006805;0008119;0032259;0042178;1904047	CCDS4543.1	S62904;U12387;U30518;U30512;U30513;U30514;U30515;U30516;U30517;AF019369;AF019364;AF019365;AF019366;AF019367;AF019368;U81562;U81563;U81564;U81565;U81566;U81567;U81568;U81569;U81570;U81571;U81572;U81573;AB045146;AL589723;BC009596;AF035426;AF021876;AF021877	NP_000358.1;NP_001333746.1;NP_001333747.1;XP_047275245.1;XP_054212273.1	P51580	2BZG;2H11		P51580	113025			P51580	CHEMBL2500	DB00993;DB00436;DB01327;DB01033;DB01250;DB01021							rs72552740;rs1800462;rs1800460;rs6921269;rs75543815;rs56161402;rs72552736;rs1142345	56338	ENST00000309983.5	7172	hsa:7172	TPMT	12014	ENSG00000137364	187680;610460	NX_P51580		PA356	ENOG502QSF5	ENSGT00390000016823	CLU_085515_2_0_1	LWCGDFF	276151at2759	TF328951	MetaCyc:HS06327-MONOMER	2.1.1.67	R-HSA-156581;R-HSA-5578995;R-HSA-9748787	Thiopurine_methyltransferase	ENSG00000137364			MF_00812	IPR029063;IPR025835;IPR008854	PTHR10259;PTHR10259:SF11	PF05724	PIRSF023956		PS51585		SSF53335	6
TRIM58	Q8NG06		PRO_0000272301	TRIM58	2.3.2.27	9606	UPI000020590E		0000209;0005737;0006511;0008270;0010468;0045087;0045504;0045505;0051865;0061630;0061931;1902838	CCDS1636.1	AF327057;BC074748	NP_056246.3		8PD4;8PD6		Q8NG06	117401				CHEMBL5465334								rs11204523;rs1339847;rs3811444	73404	ENST00000366481.4	25893	hsa:25893	TRIM58	24150	ENSG00000162722	620527	NX_Q8NG06		PA134942549	KOG2177	ENSGT00940000162246	CLU_013137_0_3_1	KTACRIP	128536at2759	TF338674					ENSG00000162722	cd19780;cd16606;cd15816;cd22249			IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035787;IPR003877;IPR050143;IPR042699;IPR000315;IPR001841;IPR013083;IPR017907	PTHR24103	PF13765;PF00622;PF00643;PF15227		PR01407	PS50188;PS50119;PS00518;PS50089	SM00336;SM00589;SM00184;SM00449	SSF57845;SSF49899;SSF57850	1
TRPC6	Q9Y210	Q9Y210-1;Q9Y210-2;Q9Y210-3	PRO_0000215322	TRPC6		9606	UPI00001374BA	29671	0005261;0005262;0005737;0005886;0006812;0007204;0007338;0015279;0016020;0032414;0034703;0036057;0042803;0051480;0051928;0070588;0070679	CCDS8311.1	AF080394;AJ006276;AJ271066;AJ271067;AJ271068;BC093658;BC093660;AJ007018	NP_004612.2;XP_016873710.1;XP_054225778.1		5YX9;6UZ8;6UZA;7A6U;7DXF;7DXG		Q9Y210	113076			Q9Y210	CHEMBL2417347		491					1.A.4.1.5	rs3802829;rs121434390;rs146776939;rs121434391;rs35857503;rs1451194842;rs779430565;rs121434392;rs777715086;rs36111323;rs771594597;rs121434394;rs1591517912;rs121434395	85580;85581;85582	ENST00000344327.8;ENST00000348423.8;ENST00000360497.4	7225	hsa:7225	TRPC6	12338	ENSG00000137672	603652;603965	NX_Q9Y210	656	PA37011	KOG3609	ENSGT01060000248588		TWMELLI	2373987at2759	TF313147			R-HSA-114508;R-HSA-139853;R-HSA-3295583;R-HSA-418890	TRPC6	ENSG00000137672				IPR002110;IPR036770;IPR005821;IPR013555;IPR005462;IPR002153	PTHR10117:SF7;PTHR10117	PF12796;PF00520;PF08344		PR01097;PR01647	PS50297;PS50088	SM00248;SM01420	SSF48403	11
TRPV2	Q9Y5S1		PRO_0000215342	TRPV2		9606	UPI0000032F4E	29671;29827;34963;29463	0005216;0005261;0005262;0005886;0007600;0009266;0009986;0015075;0032584;0042470;0044295;0044297;0045773;0070588;0090280;0098703;0120162	CCDS32576.1	AF129112;AF103906;AJ487963;AK289705;AC093484;CH471222;BC018926;BC051305	NP_057197.2		2F37		Q9Y5S1	119520			Q9Y5S1	CHEMBL5051	DB09061;DB14050;DB14009;DB14011;DB11755	508					1.A.4.2.8	rs3813768;rs8071215	86489	ENST00000338560.12	51393	hsa:51393	TRPV2	18082	ENSG00000187688	606676	NX_Q9Y5S1		PA38292	KOG3676	ENSGT00940000158512	CLU_012795_1_1_1	WRRHVFI	533508at2759	TF314711			R-HSA-3295583	TRPV2	ENSG00000187688	cd22197			IPR002110;IPR036770;IPR005821;IPR024862;IPR008347	PTHR10582:SF5;PTHR10582	PF12796;PF00520		PR01768	PS50297;PS50088	SM00248	SSF48403	17
TSPO2	Q5TGU0	Q5TGU0-1;Q5TGU0-2	PRO_0000292005	TSPO2		9606	UPI0000070FA4		0005741;0005783;0005789;0005886;0015485;0031090;0032367;0034389;0043353;0098739;0140484;0140485	CCDS34444.1	AL031778;BC104440;BC104441;BC137560;BC137565;BC144710	NP_001010873.1;NP_001153198.1;XP_011512698.1;XP_011512699.1;XP_054210627.1;XP_054210628.1				Q5TGU0	128807			Q5TGU0								9.A.24.1.17			ENST00000373158.6;ENST00000373161.6;ENST00000470917.1	222642	hsa:222642	TSPO2	21256	ENSG00000112212	619409	NX_Q5TGU0		PA165618396	KOG3797	ENSGT00390000012980	CLU_091805_2_1_1	RDSLCPE	8841220at2759	TF342852					ENSG00000112212				IPR038330;IPR004307	PTHR10057;PTHR10057:SF4	PF03073	PIRSF005859					6
